MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE_A,SAT_TYPE_B,SAT_TYPE_C,SAT_TYPE_D,SAT_TYPE_E,SAT_TYPE_F,SAT_TYPE_G,SAT_TYPE_H,SAT_TYPE_J,SAT_TYPE_K,SAT_TYPE_L,SAT_TYPE_M,SAT_TYPE_N,SAT_TYPE_P,SAT_TYPE_Q,SAT_TYPE_R,SAT_TYPE_S,SAT_TYPE_T,SAT_TYPE_U,SAT_TYPE_V,SAT_TYPE_W,SAT_TYPE_X,SAT_TYPE_Y,SAT_TYPE_Z,CLUSTER
14.60938484,0.0003445,97.976,30.6428,114.1052,0.721,38120,0.00021596,1.013e-05,0.0,5914.006711866452,7068.215857743739,697.2158577437394,687.780857380747,692.6508581067319,7.509547093407715,26.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
15.50580245,0.0004691,97.4231,6.3835,128.6898,231.4774,35908,0.0009431,0.0005416,0.0,5572.107620911938,6793.10393312018,422.1039331201801,411.9172880651531,418.29057817520606,7.66010138134218,24.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.31848053,0.0007395,67.0519,27.8032,270.3916,89.6338,26257,0.00019872,4.49e-06,0.0,6034.159827153112,7163.629806105038,792.6298061050384,780.3323018634237,790.9273103466521,7.459368801317759,24.925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
15.06383978,0.0057848,97.9588,335.6958,60.8255,299.8742,31434,0.00039155,5.92e-05,0.0,5735.589415569315,6925.332533638785,554.3325336387852,507.2708699981913,587.3941972793791,7.586619995078817,24.925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.94638255,0.0001446,74.0695,267.2909,226.8909,133.2154,30169,0.00037625,4.041e-05,0.0,5780.662960483372,6961.567329467995,590.5673294679946,582.5606868321529,584.5739721038362,7.566850145916506,24.925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
13.70252316,0.0019096,99.7911,147.0089,281.5446,141.824,19955,3.7734e-05,-1.3e-07,0.0,6305.40806179524,7376.732931272405,1005.732931272405,984.6463220668476,1012.8195404779636,7.350834025993615,24.925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
12.60560126,0.0005376,82.538,344.1969,322.1638,161.584,10128,0.00014971,3.7e-07,0.0,6854.095906885762,7798.696991490267,1427.6969914902666,1416.504411987641,1424.889570992891,7.149202915954879,24.925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
12.61611347,0.0001385,82.544,338.8296,100.4381,259.6866,10195,7.6368e-05,2.4e-07,0.0,6848.384821954205,7794.364282111888,1423.3642821118883,1415.2847626588157,1417.4438015649612,7.151189679337029,24.925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.61779372,8.28e-05,98.4023,299.5099,110.854,7.4292,25486,0.00050742,2.483e-05,0.0,5910.604681867135,7065.504938893322,694.5049388933221,686.9199150843815,688.0899627022618,7.51098760053268,23.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
12.44618401,0.0024731,82.4822,106.5449,324.9917,34.9537,6348,2.7359e-05,1.4e-07,0.0,6941.886760679509,7865.148834473311,1494.148834473311,1467.6975348907745,1506.6001340558469,7.118937408455092,23.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
12.44940691,0.0025546,82.482,103.1653,319.1806,40.7361,6365,1.7867e-05,1.2e-07,0.0,6940.089646407099,7863.791357114804,1492.7913571148038,1465.7025157139187,1505.8801985156897,7.119551830868881,23.925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.76597006,0.0079953,64.5533,126.6081,308.4013,50.9928,23337,0.00025886,1.761e-05,0.0,5851.291831753856,7018.157354341756,647.1573543417562,584.0450808465876,696.269627836924,7.53628122911573,23.925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.82337715,0.0071824,64.5544,10.4166,298.0779,61.3077,23562,0.00048082,3.883e-05,0.0,5828.63129809795,7000.025971515294,629.0259715152943,571.7489849774829,672.3029580531056,7.546035109467391,23.925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.84929183,0.005701,64.5534,205.1559,276.9863,82.4762,23875,0.00025608,2.096e-05,0.0,5818.459290122255,6991.879399513494,620.8793995134938,574.0186950568677,653.7401039701199,7.550429952298298,23.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.1986745,0.001488,98.7143,343.4994,55.7856,304.4728,18661,0.00012072,2.13e-06,0.0,6085.075054012965,7203.870350886165,832.8703508861654,815.1509918040465,836.5897099682834,7.438505750779983,22.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
15.02184286,0.0015072,39.9918,290.77,92.7343,267.5176,24261,0.00065469,8.655e-05,0.0,5751.62453802955,6938.234070329679,567.2340703296786,549.7767639388776,570.6913767204796,7.579563112972566,22.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.21266831,0.0010959,98.7067,344.0683,94.0078,266.2352,16307,0.00011603,2.09e-06,0.0,6079.083681929675,7199.140948408829,828.140948408829,813.2514098434676,829.0304869741894,7.440948675008025,22.925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.24167634,0.00102341,98.6765,343.965,37.7288,322.4607,16388,0.00032743972,7.11e-06,0.0,6066.701555162572,7189.361956614821,818.3619566148209,804.0042916948023,818.7196215348395,7.446007555719595,22.923,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.23478181,0.0010363,98.6795,344.3515,53.1766,307.0362,16367,0.00028451,6.03e-06,0.0,6069.639925165808,7191.683185088644,820.6831850886438,806.2304438039364,821.1359263733511,7.444805800915047,22.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.8110029,0.0008405,73.9293,197.7691,300.0995,59.9347,20264,0.0001854,1.404e-05,0.0,5833.500984595716,7003.92433522632,632.9243352263202,620.0375368225623,631.8111336300781,7.543934766677793,22.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
12.45186315,0.0022403,82.47,91.7588,120.6193,239.7101,1334,2.8989e-05,1.4e-07,0.0,6938.720652418992,7862.757188239734,1491.7571882397342,1467.1422533109208,1502.3721231685477,7.120020023936801,22.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
12.45498951,0.0023194,82.4694,88.2647,116.4503,243.8961,1356,-3.3076e-05,5e-08,0.0,6936.978945717313,7861.441365476553,1490.441365476553,1465.2075383734673,1501.6751925796389,7.120615862027681,22.925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.72934741,0.0011686,98.3361,152.7629,159.9113,325.9344,18692,0.00046163,2.91e-05,0.0,5865.840325101001,7029.785709689056,658.7857096890557,643.5707021087137,660.0007172693977,7.530045560630247,22.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.63817193,0.0011065,98.3896,132.0558,284.8781,75.1195,18490,4.4209e-05,1.8e-06,0.0,5902.37636319387,7058.946024672207,687.9460246722065,673.1353008959068,688.7567484485053,7.514476257689887,22.925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.36069129,0.0063734,98.2189,19.5565,204.6423,263.4016,15262,0.00015852,4.31e-06,0.0,6016.423461464159,7149.585422512972,778.5854225129715,726.0182547811273,817.1525902448157,7.466691662246528,22.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
