MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE_A,SAT_TYPE_B,SAT_TYPE_C,SAT_TYPE_D,SAT_TYPE_E,SAT_TYPE_F,SAT_TYPE_G,SAT_TYPE_H,SAT_TYPE_J,SAT_TYPE_K,SAT_TYPE_L,SAT_TYPE_M,SAT_TYPE_N,SAT_TYPE_P,SAT_TYPE_Q,SAT_TYPE_R,SAT_TYPE_S,SAT_TYPE_T,SAT_TYPE_U,SAT_TYPE_V,SAT_TYPE_W,SAT_TYPE_X,SAT_TYPE_Y,SAT_TYPE_Z
-0.18759950180573673,0.12706999967093824,1.7299343547492616,1.2007230630623016,-0.612497973142242,0.6159160818382136,0.7110998692351974,0.01189409998736532,-0.021973763204116332,-0.013178202933396067,0.12959683426983953,0.13910560686382625,0.13910560686383008,0.12739075122978208,0.14888330315481557,-0.16803634703707634,11.04309483630847,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.161660374182625,0.19341667814031546,-0.5800140957725626,-1.3878399783315258,-1.2357088942635381,-1.4929018194821928,2.429433080351584,-0.048017037523649955,-0.033548463547762995,-0.013178202933396067,4.492418010853796,4.435414750149486,4.43541475014949,4.4485458683621415,4.371393320535488,-4.268925635803771,10.472363611361644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0947493138065116,0.23276104209484277,1.7839398443635617,1.6533460251371437,-1.088865560375415,1.089905785485047,5.581506451131316,-0.029014979833342294,-0.032204182646347106,-0.013178202933396067,0.9938692010855846,1.0111731339917467,1.0111731339917505,0.9948019182177819,1.015397807248729,-1.0619591643359247,9.33090116146799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42356232450286446,-0.10759219430515132,-1.6216846297362093,1.4658458041994205,-0.203877265387408,0.20790298241232474,4.708965403785219,0.04176622609653808,0.016139440381097513,-0.013178202933396067,-0.41692004820788964,-0.4182070796639154,-0.4182070796639116,-0.4101475587321792,-0.4212067127128432,0.4216431841854759,9.33090116146799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9013692301874884,1.1899228921587173,-1.7909015081453428,1.4707259674742665,0.7769289368862375,0.6917264973381378,4.514414368876098,-0.021187752456284407,-0.030572743148619377,-0.013178202933396067,0.8040093629242807,0.8205517028217754,0.8205517028217791,0.7012112356173247,0.9270521862777897,-0.8694704761281192,8.474804324047751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2011612945517474,0.06953907080133062,1.7793845818978855,-1.2791438993077868,-0.8292911648455279,-1.694251080609039,4.093515034638162,-0.048665467086170554,-0.03323921582865793,-0.013178202933396067,1.0997000004342146,1.1172004606788282,1.1172004606788322,1.119072197536712,1.1024699916809677,-1.1683370840510274,8.474804324047751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.146001781619097,0.07342453081011797,1.7752113425052334,-1.2421631689618164,1.6286840327142145,-1.6149780258296285,4.109790411687104,-0.02959003447168293,-0.032298850315460904,-0.013178202933396067,1.0447203186856149,1.0621389566409816,1.0621389566409853,1.0631674821397874,1.0488643209132353,-1.11315453980949,8.474804324047751,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1391991510412052,0.08302390259653379,1.7749502128097485,-1.2434235029872904,1.436659519561393,-1.4241904992376564,4.11205088072168,-0.02818055336999341,-0.03222311618016986,-0.013178202933396067,1.0379580054591704,1.0553635543197724,1.055363554319772,1.0553137556490595,1.0432152131388637,-1.106355141645629,8.474804324047751,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.526994821086167,27.293977824640958,0.06373346815333972,1.5730219859820298,-1.2313580120483107,1.3002545377480823,-0.41205184507749093,0.026674881225663864,-0.025110418640753404,-0.013178202933396067,2.505028536448091,2.5101566850649677,2.5101566850649717,-0.508562332341419,5.414952112974827,-2.5220187373689282,7.618707486627512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.4018942924855486,11.218915542403286,1.767029278713382,0.33149270639893186,0.8321146033478782,-0.8593894724730446,2.3592078423441087,-0.038432395392802673,-0.033122459036750915,-0.013178202933396067,2.365156423941243,2.37273297210942,2.372732972109424,1.147622406788795,3.5359607869993956,-2.391980800867443,7.618707486627512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
