OBJECT_NAME,NORAD_CAT_ID,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,CLUSTER,ANOMALY_LABEL,ANOMALY_SCORE,TOP_DEVIATING_FEATURE,DEVIATION_SIGMA
COSMOS 2594,65270,15.96354846,0.00108165,96.592,19.8593,89.8676,8.126408e-06,2.803e-05,1.850025e-06,3,-1,-0.001060920044482938,RA_OF_ASC_NODE,1.9459986995656264
STARLINK-34411,65414,16.04262867,0.0011092,53.1303,123.5068,11.4085,0.0019788,0.01324315,0.0010248,4,-1,-0.19418436891947288,MEAN_MOTION_DDOT,37.00904901251261
YAOGAN-40 03A,65544,14.26435085,0.0012743,85.9837,78.0383,335.8986,0.00019278,4.83e-06,0.0,0,-1,-0.06612796001819599,INCLINATION,3.731041296053561
HJS-7B,65618,13.41454933,8.45e-05,49.9991,293.6496,218.2239,0.00014445,-4.8e-07,0.0,0,-1,-0.0002130455840327894,MEAN_MOTION,5.354618795021944
HJS-7D,65620,13.414589,0.0004862,50.0,292.9467,137.9958,0.00019416,-2e-07,0.0,4,-1,-0.005815935038045339,MEAN_MOTION,6.531229236109828
KUIPER-00153,65773,14.83772252,0.0010392,51.8993,300.1725,12.7318,-0.0045217,-0.00037858,0.0,4,-1,-0.023649961677165265,ECCENTRICITY,1.9021457588020412
KUIPER-00163,65777,15.40837928,7.6e-05,51.9021,316.3738,319.2232,0.021207,0.00954625,0.0,0,-1,-0.040405418510640945,MEAN_MOTION_DOT,2.6559454605781028
YOTSUBA-KULOVER,65941,15.91367134,0.000585,51.6176,317.428,214.5448,0.0012353,0.00404262,7.3093e-05,2,-1,-0.21361820534260761,MEAN_MOTION_DOT,12.515616579556712
BOTAN,65943,15.9046602,0.0006209,51.6219,317.528,211.0535,0.0012009,0.00375101,6.3623e-05,2,-1,-0.1940010349276043,MEAN_MOTION_DOT,11.601694314806183
STRIX-5,65971,15.03701687,0.0039149,41.9295,17.9574,240.7052,0.00039069,5.346e-05,0.0,0,-1,-0.0521744152632011,ECCENTRICITY,7.96335584393258
SDA_1665,65975,13.84078067,8.94e-05,81.2982,286.1329,96.9013,0.0054661,6.095e-05,0.0,3,-1,-0.012139883418206099,INCLINATION,1.4859134921224109
SDA_1666,65976,13.84649148,0.0002884,81.296,286.275,27.5529,0.00017065,2.04e-06,0.0,3,-1,-0.023115484033081835,INCLINATION,1.4861528708430518
SDA_1667,65977,13.83894336,8.86e-05,81.2952,286.17,90.5552,-0.026789,-0.00029572,0.0,3,-1,-0.07856246695182201,BSTAR,0.9895513443785164
SDA_1670,65980,13.84373096,0.0001603,81.2951,286.2042,52.6606,0.008736,9.788e-05,0.0,3,-1,-0.05809887751398435,MEAN_MOTION,2.214892669820949
SDA_1671,65981,13.85103981,0.0002399,81.2965,286.0606,77.4218,-0.021525,-0.00024275,0.0,3,-1,-0.06395625658844217,BSTAR,0.7793002414990715
SDA_1672,65982,13.83736393,8.36e-05,81.2984,286.2794,106.4693,-0.024175,-0.00026624,0.0,3,-1,-0.0743120855507643,BSTAR,0.8851447366796431
SDA_1673,65983,13.84460955,0.0001156,81.2984,286.1271,83.1604,-0.0069938,-7.809e-05,0.0,3,-1,-0.015305561726335293,MEAN_MOTION,2.213342636106109
SDA_1675,65985,13.84751906,0.0003253,81.2951,286.3789,33.5772,0.00021271,2.51e-06,0.0,3,-1,-0.014409287434773543,INCLINATION,1.4862507985014963
STARLINK-35590,66108,15.30081441,1.5e-05,53.1612,17.7089,328.9462,0.011261,0.00347978,0.0,0,-1,-0.010127681625138996,ARG_OF_PERICENTER,2.2949760889108646
STARLINK-35081,66148,15.29580901,0.0008028,53.1593,333.6494,336.0801,-0.012707,-0.00353159,0.0,0,-1,-0.028405553148684537,BSTAR,1.2950390191490462
STARLINK-35644,66402,15.48425638,0.0001667,53.1607,128.0472,96.7746,0.047824,0.02909743,0.0,0,-1,-0.19466319416877087,ARG_OF_PERICENTER,6.826373063501488
HULIANWANG DIGUI-96,66412,13.29333273,6.16e-05,50.0037,224.0777,186.0783,4.9059e-05,-1.01e-06,0.0,0,-1,-0.00780009118197833,MEAN_MOTION,5.716068932480733
HULIANWANG DIGUI-97,66413,13.2933443,6.55e-05,50.0001,224.2101,187.0823,7.6578e-05,-8.8e-07,0.0,0,-1,-0.0006761035117258674,MEAN_MOTION,5.716034432436264
HULIANWANG DIGUI-99,66415,13.29333438,5.66e-05,50.0037,223.7658,184.1211,4.8535e-05,-1.02e-06,0.0,0,-1,-0.008527972222918567,MEAN_MOTION,5.7160640124225335
HULIANWANG DIGUI-100,66416,13.29336605,5.54e-05,50.004,224.1741,184.2145,8.317e-05,-8.5e-07,0.0,0,-1,-0.006683564265221265,MEAN_MOTION,5.715969577123627
HULIANWANG DIGUI-101,66417,13.2933458,5.65e-05,49.9991,224.0636,180.7247,4.3803e-05,-1.04e-06,0.0,0,-1,-0.010251489891150989,MEAN_MOTION,5.716029959656077
HULIANWANG DIGUI-102,66418,13.29336452,6.11e-05,50.0004,223.6765,191.6559,6.0507e-05,-9.6e-07,0.0,0,-1,-0.0021501122083844026,MEAN_MOTION,5.715974139359409
HULIANWANG DIGUI-103,66419,13.29335557,5e-05,49.9997,223.6241,182.9615,7.1959e-05,-9.1e-07,0.0,0,-1,-0.00739456410182554,MEAN_MOTION,5.716000826947831
SENTINEL-6B,66514,12.80930116,0.0007892,66.0411,302.0975,270.4398,0.00011002,-3.6e-07,0.0,0,-1,-0.037140819435551475,MEAN_MOTION,7.159380141596421
STARLINK-35898,66826,14.97788482,0.0003294,70.0034,289.9581,190.521,-0.015652,-0.00179619,0.0,3,-1,-0.07707618275318884,INCLINATION,2.7148838438991425
STARLINK-35886,66838,14.9978086,0.0010179,70.0005,286.6177,253.1441,0.052809,0.00695793,0.0,0,-1,-0.09290250797521504,BSTAR,4.419120883770414
DUPLEX,66906,15.57497317,0.0002986,51.6303,333.56,199.9442,0.00044902,0.0003331,0.0,2,-1,-0.005123998398370522,MEAN_MOTION_DOT,0.8897706910844858
ISS OBJECT XT,66907,15.76334274,0.0005982,51.6244,327.4843,203.9944,0.0014424,0.00238548,0.0,2,-1,-0.08445954424567542,MEAN_MOTION_DOT,7.322045913911868
ISS OBJECT XU,66908,15.76216894,0.00061326,51.6247,331.3755,198.784,0.0013700376,0.00225038,0.0,2,-1,-0.08328098829700187,MEAN_MOTION_DOT,6.89863485816002
SILVERSAT,66909,15.81874533,0.0006994,51.622,326.0553,209.6822,0.0016717,0.00360703,0.0,2,-1,-0.13228972558714308,MEAN_MOTION_DOT,11.150452835848734
ISS OBJECT XW,66910,15.74880247,0.0006302,51.6233,327.5249,201.535,0.0013129,0.00202838,0.0,2,-1,-0.07863902945166129,MEAN_MOTION_DOT,6.2028742780200465
ISS OBJECT XX,66911,15.8765098,0.00086921,51.6193,328.8401,208.4454,0.0016862247,0.00487256,0.0,2,-1,-0.18378777642674154,MEAN_MOTION_DOT,15.11669557001333
ISS OBJECT XY,66912,15.67599679,0.0004276,51.627,329.8999,200.6953,0.0010162,0.00114101,0.0,2,-1,-0.04807763739189591,MEAN_MOTION_DOT,3.4218064131605486
2025-284A,66913,13.97321619,0.0012093,80.4092,13.1849,93.0235,0.00010953,1.63e-06,0.0,3,-1,-0.0255772537729394,INCLINATION,1.5826442569637105
2025-284B,66914,13.9730204,0.001229,80.4015,13.1133,90.8894,0.00010673,1.59e-06,0.0,3,-1,-0.026229582302442767,INCLINATION,1.583482082485958
HULIANWANG DIGUI-105,66915,13.29332889,4.67e-05,50.0046,74.4892,7.1693,0.00010074,-7.7e-07,0.0,4,-1,-0.0019634107460949624,MEAN_MOTION,6.962623185160267
HULIANWANG DIGUI-106,66916,13.29707727,0.00056534,50.0297,83.0708,210.3265,-1.157496,-0.00518302,0.0,3,-1,-0.3325536147838838,BSTAR,46.15148025461949
HULIANWANG DIGUI-107,66917,13.29332276,4.35e-05,50.0022,74.3804,8.5244,0.00010387,-7.6e-07,0.0,4,-1,-0.004815091532891946,MEAN_MOTION,6.962644993196788
HULIANWANG DIGUI-108,66918,13.29332971,4.24e-05,50.0044,74.3577,10.2128,0.00011897,-6.9e-07,0.0,4,-1,-0.003597348266219491,MEAN_MOTION,6.9626202679351525
HULIANWANG DIGUI-109,66919,13.29332895,4.2e-05,50.0069,74.3387,8.1292,0.00012063,-6.8e-07,0.0,4,-1,-0.005971824227829381,MEAN_MOTION,6.962622971704773
HULIANWANG DIGUI-110,66920,13.29332335,4.4e-05,50.0101,74.057,8.3522,0.00012148,-6.8e-07,0.0,4,-1,-0.00656397483237936,MEAN_MOTION,6.962642894217746
HULIANWANG DIGUI-111,66921,13.29332354,4.33e-05,50.0118,74.0298,8.5252,0.00010953,-7.3e-07,0.0,4,-1,-0.005487234577764788,MEAN_MOTION,6.9626422182753425
HULIANWANG DIGUI-112,66922,13.29333077,4.4e-05,50.0081,73.952,8.8992,0.00011743,-7e-07,0.0,4,-1,-0.005306521920136031,MEAN_MOTION,6.962616496888051
HULIANWANG DIGUI-113,66923,13.29332719,4.49e-05,50.009,73.9177,8.2435,9.1801e-05,-8.1e-07,0.0,4,-1,-0.0036537987593256993,MEAN_MOTION,6.962629233065993
HULIANWANG DIGUI-117,66956,13.24416163,5.86e-05,86.4945,309.526,143.2515,0.00012724,6.9e-07,0.0,3,-1,-0.03260619816481175,MEAN_MOTION,3.272670103988015
HULIANWANG DIGUI-119,67059,13.29322767,1.01e-05,50.0043,314.1359,130.8815,0.00012519,-6.6e-07,0.0,4,-1,-0.00857108479690738,MEAN_MOTION,6.9629832845822675
HULIANWANG DIGUI-120,67060,13.29322786,5.9e-06,50.0049,313.7845,147.0668,0.00013992,-5.9e-07,0.0,4,-1,-0.025566074054934607,MEAN_MOTION,6.962982608639864
HULIANWANG DIGUI-121,67061,13.29322612,9e-06,50.001,313.786,129.8173,0.00012541,-6.6e-07,0.0,4,-1,-0.009416115217907417,MEAN_MOTION,6.962988798849253
HULIANWANG DIGUI-122,67062,13.29324155,9e-06,50.0044,313.7358,127.4841,0.00013009,-6.4e-07,0.0,4,-1,-0.006971002566972806,MEAN_MOTION,6.9629339052108286
HULIANWANG DIGUI-123,67063,13.29323636,9.4e-06,50.0043,313.6956,126.4357,0.00015248,-5.3e-07,0.0,4,-1,-0.005921941992707125,MEAN_MOTION,6.962952369111243
HULIANWANG DIGUI-124,67064,13.29321161,6.4e-06,50.0004,313.3365,122.8218,0.00014175,-5.8e-07,0.0,4,-1,-0.002962234534802044,MEAN_MOTION,6.963040419503404
HULIANWANG DIGUI-126,67066,13.29322898,1.47e-05,49.9999,313.2413,154.5919,0.00011817,-6.9e-07,0.0,0,-1,-0.06356502237425576,MEAN_MOTION,5.71637829977664
HULIANWANG DIGUI-127,67067,13.29323054,1.08e-05,50.0017,313.4876,134.1774,0.00012235,-6.7e-07,0.0,4,-1,-0.011910578457047793,MEAN_MOTION,6.9629730742943705
KUIPER-00144,67133,15.19913155,0.0005272,51.8828,333.1122,97.9805,-0.093861,-0.01859755,0.0,3,-1,-0.1726887281416285,INCLINATION,4.686559319020919
KUIPER-00179,67136,14.79880161,0.0001051,51.9547,340.5004,137.1819,-0.145,-0.01032329,0.0,3,-1,-0.20598618417318804,BSTAR,5.711054597129667
KUIPER-00183,67138,15.0663314,0.0011406,51.8861,335.7661,123.3123,-0.13888,-0.01891198,0.0,3,-1,-0.2381670431073747,BSTAR,5.4666137252409515
KUIPER-00232,67148,14.79590002,7.99e-05,51.9749,340.1174,108.8439,-0.16006,-0.01124765,0.0,3,-1,-0.2134446018222541,BSTAR,6.312570860306804
KUIPER-00249,67154,15.20220553,0.0007571,51.8754,333.2957,123.363,-0.091161,-0.01827164,0.0,3,-1,-0.18803021344539927,INCLINATION,4.687364501990352
2025-313C,67250,14.8669851,0.0155833,97.6209,161.6416,242.4693,0.0013625,0.0001509,0.0,3,-1,-0.11082745375322978,ECCENTRICITY,14.025293509692657
2025-313D,67251,14.89210327,0.0148594,97.5739,161.5328,233.7996,0.00026999,3.077e-05,0.0,3,-1,-0.08518220580084734,ECCENTRICITY,13.349365300378187
YAOGAN-50 01,67433,13.83249016,9.34e-05,142.0325,187.4443,295.1145,0.00015992,3.65e-06,0.0,3,-1,-0.15086426254000163,INCLINATION,5.122495159284748
HULIANWANG DIGUI-143,67441,13.29329346,2.09e-05,50.0131,14.0642,47.2122,0.00011963,-6.9e-07,0.0,4,-1,-0.0007045402993841599,MEAN_MOTION,6.962749230630745
TIANQI-37,67476,13.99136553,0.0013201,44.9818,79.8355,302.5429,9.2452e-05,6e-08,0.0,0,-1,-0.002956681788768678,MEAN_MOTION,3.6346374164116226
TIANQI-39,67478,14.04135497,0.0015861,44.9816,79.0547,312.8318,0.00011132,4.8e-07,0.0,0,-1,-0.0187985377706541,MEAN_MOTION,3.4855762320566073
HULIANWANG DIGUI-146,67522,13.29323488,1.31e-05,50.0075,284.2149,167.1204,0.0001236,-6.7e-07,0.0,0,-1,-0.03774604654735014,MEAN_MOTION,5.716360706841259
HULIANWANG DIGUI-148,67524,13.29324591,7.3e-06,50.0083,283.8654,139.8674,0.0001257,-6.6e-07,0.0,4,-1,-0.015026034400063448,MEAN_MOTION,6.962918394111441
HULIANWANG DIGUI-149,67525,13.29322745,2.04e-05,50.0087,283.8187,235.3954,0.00021678,-2.3e-07,0.0,0,-1,-0.00461561382646325,MEAN_MOTION,5.716382862012426
HULIANWANG DIGUI-150,67526,13.29322531,7.6e-06,50.0045,283.7041,157.0303,0.0001412,-5.9e-07,0.0,0,-1,-0.05484822126620337,MEAN_MOTION,5.716389243178818
HULIANWANG DIGUI-151,67527,13.29323452,9e-06,50.0092,283.7782,153.3117,0.00014701,-5.6e-07,0.0,0,-1,-0.06078076373855079,MEAN_MOTION,5.716361780308501
HULIANWANG DIGUI-152,67528,13.29322742,7.4e-06,50.0037,283.6568,149.4638,0.00011827,-6.9e-07,0.0,0,-1,-0.058026477810159016,MEAN_MOTION,5.716382951468033
HULIANWANG DIGUI-153,67529,13.29323326,8e-06,50.0039,283.6135,152.1687,0.00014441,-5.7e-07,0.0,0,-1,-0.058267614232780596,MEAN_MOTION,5.716365537443858
HULIANWANG DIGUI-154,67530,13.29323678,9.4e-06,50.0061,283.5899,152.8626,0.00016422,-4.8e-07,0.0,0,-1,-0.062058990203483044,MEAN_MOTION,5.716355041319693
MR-2,67556,13.5269057,0.0002239,88.9924,276.7122,349.4308,8.5386e-05,6.9e-07,0.0,3,-1,-0.07157882603982024,ARG_OF_PERICENTER,2.5398789582367063
MR-1,67557,13.52665518,0.0002271,88.9923,276.7349,347.5962,7.5567e-05,6.2e-07,0.0,3,-1,-0.07107081648461333,ARG_OF_PERICENTER,2.5177975320165475
STARLINK-36621,67561,15.39466137,0.0001415,97.2847,148.935,82.4482,-0.053557,-0.01882015,0.0,3,-1,-0.001880540277432008,MEAN_MOTION_DOT,4.351347147439346
STARLINK-36394,67566,15.38544873,0.0001643,97.2844,148.9622,66.5604,-0.056159,-0.01911343,0.0,3,-1,-0.009392679824110572,MEAN_MOTION_DOT,4.421716692212933
STARLINK-36352,67567,15.37147546,0.000168,97.2845,149.0251,82.9793,-0.072065,-0.0233325,0.0,3,-1,-0.06303660404771494,MEAN_MOTION_DOT,5.434039507501732
STARLINK-36575,67569,15.68025394,0.0001755,97.2852,149.3209,84.2084,-0.020379,-0.01987736,0.0,3,-1,-0.01746909282940884,MEAN_MOTION_DOT,4.605013904224958
STARLINK-36578,67571,15.38045026,0.0001587,97.285,148.9524,70.7926,-0.055598,-0.01866538,0.0,3,-1,-0.003885786258092827,MEAN_MOTION_DOT,4.314211664472188
STARLINK-36350,67572,15.39551613,0.0002036,97.2855,148.9725,78.2861,-0.057532,-0.02012004,0.0,3,-1,-0.013064930905498762,MEAN_MOTION_DOT,4.663242495078934
STARLINK-36588,67573,15.38828627,0.0001952,97.2855,148.9685,80.8105,-0.059228,-0.02021379,0.0,3,-1,-0.015391727618662476,MEAN_MOTION_DOT,4.685736851402323
STARLINK-36594,67574,15.36916307,0.0001384,97.286,149.0291,87.937,-0.062519,-0.02006068,0.0,3,-1,-0.03320350713368986,BSTAR,2.4166546699641107
STARLINK-36591,67576,15.38120961,0.0001342,97.2861,149.0275,92.5682,-0.059966,-0.02001674,0.0,3,-1,-0.030750466164771895,MEAN_MOTION_DOT,4.638456713658068
STARLINK-36590,67577,15.38306768,0.0002015,97.2842,149.0018,73.7251,-0.055576,-0.01880484,0.0,3,-1,-0.0027959696810907486,MEAN_MOTION_DOT,4.34767366908936
STARLINK-36632,67581,15.37545665,0.0002425,97.2845,148.991,93.3933,-0.1218,-0.03894744,0.0,3,-1,-0.2020377213544723,MEAN_MOTION_DOT,9.180685100337517
STARLINK-36609,67582,15.39316584,0.0001951,97.2853,148.9805,81.3785,-0.057779,-0.0200572,0.0,3,-1,-0.007190569152348725,MEAN_MOTION_DOT,4.648164677997741
STARLINK-36582,67599,15.38021738,0.00241,97.2806,153.6339,316.4213,0.075957,0.03272847,0.0,0,-1,-0.23313840764401683,MEAN_MOTION_DOT,9.695729841702496
STARLINK-36342,67649,15.55316311,0.0001533,97.2838,122.6703,72.9469,-0.031781,-0.01901062,0.0,3,-1,-0.02012218569961499,MEAN_MOTION_DOT,4.39704848129445
KNACKSAT-2,67683,15.53408087,0.0010005,51.6323,336.5646,255.1936,0.00070231,0.00045155,0.0,2,-1,-0.0074055437715797034,MEAN_MOTION_DOT,1.2609997033258364
CORAL,67684,15.57540134,0.0012717,51.6303,336.434,244.5038,0.0013026,0.00098869,0.0,2,-1,-0.06207473351368992,MEAN_MOTION_DOT,2.9444269015978426
GXIBA-1,67685,15.53874924,0.00118591,51.632,340.0239,249.3772,0.00071758857,0.00046994,0.0,2,-1,-0.015529409457134824,MEAN_MOTION_DOT,1.3186350054374316
UITMSAT-2,67686,15.54802779,0.00090505,51.632,339.9313,220.6186,0.0008622031,0.00058539,0.0,2,-1,-0.007321456334371146,MEAN_MOTION_DOT,1.6804618476768909
LEOPARD,67688,15.54451538,0.0008791,51.6331,337.089,223.7517,0.00086636,0.00058058,0.0,2,-1,-0.0016176534762946115,MEAN_MOTION_DOT,1.6653870351071915
STARLINK-36753,67694,15.45845745,0.0001729,97.2855,200.1484,94.2274,-0.047543,-0.02050874,0.0,3,-1,-0.011209324416223354,MEAN_MOTION_DOT,4.756507095643219
STARLINK-36750,67695,15.48109258,0.0001569,97.2845,200.1897,95.9918,-0.04212,-0.01974406,0.0,3,-1,-0.006094492084751102,MEAN_MOTION_DOT,4.573029928780607
STARLINK-36697,67698,15.42605694,0.0001493,97.2852,200.2564,65.9535,-0.047806,-0.0186687,0.0,3,-1,-0.00955089979709356,MEAN_MOTION_DOT,4.315008264610786
STARLINK-36713,67701,15.44105913,0.0002089,97.2853,200.1753,93.9214,-0.048291,-0.01972075,0.0,3,-1,-0.0091101695677821,MEAN_MOTION_DOT,4.567436932024359
STARLINK-36695,67702,15.50719194,0.0001632,97.2847,200.2399,57.7489,-0.037426,-0.01929007,0.0,3,-1,-0.02045833472239167,MEAN_MOTION_DOT,4.464099658623211
STARLINK-36287,67708,15.43332172,0.0001897,97.2848,200.2714,67.497,-0.047107,-0.01883607,0.0,3,-1,-0.0025663624758474612,MEAN_MOTION_DOT,4.355166989067809
STARLINK-36344,67710,15.48853407,0.0001259,97.2843,200.2045,106.104,-0.039708,-0.01916829,0.0,3,-1,-0.017910916497698492,MEAN_MOTION_DOT,4.434879789683879
STARLINK-36718,67715,15.36206301,0.0001685,97.2848,200.2457,83.062,-0.048573,-0.01541186,0.0,3,-1,-0.0023119606735905185,MEAN_MOTION_DOT,3.5335627238292466
STARLINK-36385,67717,15.41342125,0.0001842,97.2863,200.3081,80.5366,-0.049702,-0.01861201,0.0,3,-1,-0.0005246466356552681,MEAN_MOTION_DOT,4.301406077304407
KUIPER-00177,67766,14.97925255,0.0005364,51.9108,128.9847,93.3314,-0.034211,-0.00386224,0.0,4,-1,-0.02336756957633468,BSTAR,14.63669132122016
KUIPER-00208,67775,15.1750534,0.0018306,51.8874,128.2449,118.8992,-0.03444,-0.00652903,0.0,4,-1,-0.09143299994603149,BSTAR,14.733178201648709
STARLINK-36354,67800,15.7517963,0.00029322,97.2826,274.9235,359.0113,0.0012122372,0.00184582,0.0,0,-1,-0.058170699892336475,INCLINATION,4.831643951076352
STARLINK-36644,67821,15.28698043,0.000228,43.0,158.8627,322.6708,-0.050646,-0.01316245,0.0,0,-1,-0.05118596956128574,BSTAR,4.6039942752217815
STARLINK-36785,67853,15.56112313,0.0001244,53.1602,115.9276,68.9381,-0.030172,-0.01895023,0.0,3,-1,-0.035570299052018806,INCLINATION,4.547567329135344
STARLINK-36608,67854,15.58101781,0.0001312,53.1601,115.8352,74.532,-0.028041,-0.01898154,0.0,3,-1,-0.04135907464988653,INCLINATION,4.547578209986282
STARLINK-36838,67855,15.57233336,0.0001323,53.1603,115.8614,70.9756,-0.028786,-0.01886943,0.0,3,-1,-0.042029169331871674,INCLINATION,4.547556448284406
STARLINK-36828,67857,15.59275557,0.0001325,53.1594,115.7721,81.529,-0.026574,-0.01883292,0.0,3,-1,-0.05408123481603189,INCLINATION,4.547654375942851
STARLINK-36393,67859,15.58441412,0.0001313,53.1599,115.7772,81.6967,-0.02759,-0.01892649,0.0,3,-1,-0.04398688732165795,INCLINATION,4.547599971688159
STARLINK-35873,67860,15.52087749,8.24e-05,53.1608,116.0479,71.4953,-0.029376,-0.01621162,0.0,3,-1,-0.09336724683621866,INCLINATION,4.547502044029714
STARLINK-36325,67861,15.52598164,0.0001011,53.1597,116.0187,63.6093,-0.0341,-0.01882459,0.0,3,-1,-0.05422053852607078,INCLINATION,4.547621733390035
STARLINK-36332,67862,15.53079861,0.000119,53.1604,115.9866,66.1049,-0.033639,-0.0188919,0.0,3,-1,-0.04160013280736008,INCLINATION,4.547545567433467
STARLINK-36835,67863,15.5338158,0.0001236,53.1602,115.9619,66.9311,-0.03328,-0.01889765,0.0,3,-1,-0.03194085014000497,INCLINATION,4.547567329135344
STARLINK-36831,67864,15.53685722,0.0001246,53.1601,115.9391,69.2953,-0.032897,-0.01889081,0.0,3,-1,-0.025194859938164893,INCLINATION,4.547578209986282
STARLINK-36738,67865,15.53860661,0.0001123,53.1601,115.9214,79.9536,-0.032694,-0.0188943,0.0,3,-1,-0.035884755242477084,INCLINATION,4.547578209986282
STARLINK-36780,67866,15.54693545,0.0001407,53.16,115.8742,75.7242,-0.031783,-0.01893763,0.0,3,-1,-0.02714080064038854,INCLINATION,4.547589090837221
STARLINK-36761,67867,15.54988281,0.0001458,53.16,115.8515,75.4359,-0.03125,-0.01883815,0.0,3,-1,-0.029015904175490104,INCLINATION,4.547589090837221
STARLINK-36762,67868,15.53793839,0.0001322,53.1602,115.8981,76.4665,-0.032895,-0.01895684,0.0,3,-1,-0.026916085702658576,INCLINATION,4.547567329135344
STARLINK-36779,67869,15.53688354,0.0001245,53.16,115.8945,78.8291,-0.033001,-0.01894496,0.0,3,-1,-0.028695941349221876,INCLINATION,4.547589090837221
STARLINK-36769,67871,15.56258066,0.0001367,53.1597,115.769,78.8168,-0.029791,-0.01882988,0.0,3,-1,-0.03572995757981662,INCLINATION,4.547621733390035
STARLINK-36786,67872,15.55291466,0.0001415,53.1596,115.7934,82.7535,-0.030938,-0.01885854,0.0,3,-1,-0.03440762926672847,INCLINATION,4.547632614240974
STARLINK-36783,67873,15.54245605,0.0001401,53.1599,115.8319,66.7444,-0.031998,-0.01877417,0.0,3,-1,-0.03760968377069851,INCLINATION,4.547599971688159
STARLINK-36730,67874,15.54140053,0.0001478,53.1601,115.8291,76.4929,-0.032237,-0.01883329,0.0,3,-1,-0.03285240952967938,INCLINATION,4.547578209986282
STARLINK-36727,67875,15.55374075,0.000125,53.1597,115.7631,82.6425,-0.030725,-0.01879373,0.0,3,-1,-0.03619472778713939,INCLINATION,4.547621733390035
STARLINK-36743,67876,15.51026264,0.0001091,53.1601,115.9638,60.3854,-0.035845,-0.01904222,0.0,3,-1,-0.06697040877134453,INCLINATION,4.547578209986282
STARLINK-36689,67878,15.52441522,0.0001324,53.1599,115.8744,70.8428,-0.034345,-0.01885059,0.0,3,-1,-0.03422267570655224,INCLINATION,4.547599971688159
STARLINK-36816,67891,15.49280522,0.0001883,97.2848,21.1484,97.3546,-0.038239,-0.01846282,0.0,3,-1,-0.05059055105554483,MEAN_MOTION_DOT,4.265609458425619
STARLINK-36406,67923,15.33203117,0.0001272,43.0009,137.4581,293.4732,-0.074973,-0.02200391,0.0,3,-1,-0.16272030409480265,INCLINATION,5.652985618507918
STARLINK-36726,67925,15.30319561,0.0001937,43.0004,137.2734,287.0004,-0.093229,-0.02507495,0.0,3,-1,-0.19831651039268483,INCLINATION,5.65304002276261
STARLINK-36301,67932,15.4364108,9.83e-05,42.9995,83.3228,279.4615,-0.045152,-0.0186985,0.0,3,-1,-0.12845826165115415,INCLINATION,5.653137950421055
STARLINK-36861,67934,15.46861981,8.67e-05,43.0,83.5343,255.6136,-0.041665,-0.01922526,0.0,3,-1,-0.11722757547528428,INCLINATION,5.653083546166363
STARLINK-36246,67939,15.50329471,0.00047501,43.0003,86.6434,36.1611,0.006460081,0.00394922,0.0,4,-1,-0.0012787460644249071,MEAN_MOTION_DOT,3.706312612635902
STARLINK-36914,67942,15.47107415,0.0001418,43.0001,83.0405,257.8898,-0.041663,-0.01937591,0.0,3,-1,-0.10267366771162356,INCLINATION,5.653072665315424
STARLINK-36909,67946,15.50222292,0.0001427,43.0002,82.8203,259.9038,-0.037023,-0.01924228,0.0,3,-1,-0.11206290881855552,INCLINATION,5.653061784464486
STARLINK-36897,67951,15.50963462,0.00012182,43.0,88.2343,247.3804,-0.02961982,-0.0158627,0.0,3,-1,-0.1314930426828962,INCLINATION,5.653083546166363
STARLINK-36799,67958,15.48398201,0.0001729,42.9999,82.9719,267.1904,-0.038526,-0.01881388,0.0,3,-1,-0.11412448568370182,INCLINATION,5.653094427017302
STARLINK-36819,67967,15.46212215,0.0002196,97.2844,98.5868,80.2079,-0.057961,-0.02518885,0.0,3,-1,-0.08920258467596698,MEAN_MOTION_DOT,5.879451756684931
STARLINK-36900,67973,15.42408488,0.0001769,97.2849,98.6473,88.1041,-0.057038,-0.02172527,0.0,3,-1,-0.04693675371138406,MEAN_MOTION_DOT,5.0484010614895505
STARLINK-36734,67988,15.45755592,0.0001237,42.9994,301.6901,255.8426,-0.042641,-0.01896369,0.0,3,-1,-0.10862830123579581,INCLINATION,5.653148831271992
STARLINK-36951,67990,15.34672442,0.0001563,42.999,301.0625,284.6042,-0.05729,-0.01773069,0.0,3,-1,-0.13805570209123663,INCLINATION,5.653192354675745
STARLINK-36975,67993,15.4546444,0.0001513,42.9991,301.21,277.7845,-0.043026,-0.01894635,0.0,3,-1,-0.12287086682119441,INCLINATION,5.653181473824808
STARLINK-36993,67994,15.32111817,0.0001533,42.9993,300.8334,260.5365,-0.075671,-0.02150919,0.0,3,-1,-0.13571714762503628,INCLINATION,5.653159712122931
STARLINK-36979,67996,15.30910978,0.0001582,43.0,300.7678,265.0695,-0.080614,-0.02200563,0.0,3,-1,-0.15482875071044144,INCLINATION,5.653083546166363
STARLINK-36994,67997,15.44253579,0.0001259,42.9997,300.762,259.3329,-0.044483,-0.01880204,0.0,3,-1,-0.0890260438765742,INCLINATION,5.653116188719178
STARLINK-36988,67998,15.41020041,0.0001465,42.9998,300.7577,253.0951,-0.049423,-0.01872825,0.0,3,-1,-0.09367550551585346,INCLINATION,5.653105307868239
