OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE,CLUSTER,ANOMALY_LABEL,ANOMALY_SCORE
STARLINK-3138,2021-104Y,2026-04-10 05:23:42.711360,15.08848317,0.00015321,53.2169,87.833,82.1119,278.0047,0,U,49430,999,24339,0.0001435411,1.998e-05,0.0,5726.221716692282,6917.789908417242,546.7899084172423,538.7300338253735,540.8497830091101,7.5906519274336155,5.3,Y,0,1,0.2535376734414104
STARLINK-3153,2021-104Z,2026-04-10 08:59:35.543616,15.088355,0.0001336,53.2161,87.0625,78.6506,281.4636,0,U,49431,999,24341,9.0604e-05,1.154e-05,0.0,5726.270358829706,6917.8290844077,546.8290844077001,538.9048624420238,540.7533063733772,7.590630434294304,5.3,Z,0,1,0.2529799417407985
STARLINK-3158,2021-104AA,2026-04-10 03:54:51.977376,15.08851101,0.00011848,53.2162,77.8248,69.857,290.2549,0,U,49432,999,24352,0.00026550052,3.941e-05,0.0,5726.211151169117,6917.781399014287,546.7813990142868,538.9617802741313,540.6010177544422,7.590656595974897,5.3,A,0,1,0.2470636939203646
STARLINK-3079,2021-104AB,2026-04-10 07:05:37.188384,15.08843773,0.0001593,53.2163,67.2369,80.6943,279.4229,0,U,49433,999,24477,-8.9175e-07,-3.02e-06,0.0,5726.2389616529235,6917.803797384025,546.8037973840246,538.7017912391011,540.9058035289481,7.590644307503325,5.3,B,0,1,0.2501235742412481
STARLINK-3134,2021-104AC,2026-04-10 08:11:53.451168,15.08825649,0.0001482,53.2168,87.1881,92.3437,267.7725,0,U,49434,999,24449,8.4757e-05,1.061e-05,0.0,5726.307745183354,6917.859195004067,546.8591950040673,538.8339682713677,540.884421736766,7.590613914829868,5.3,C,0,1,0.2550352971571563
STARLINK-3117,2021-104AD,2026-04-10 07:12:16.924896,15.08841672,0.0001776,53.217,67.2156,88.5091,271.6105,0,U,49435,999,24368,7.8121e-05,9.55e-06,0.0,5726.246935205273,6917.810219220801,546.8102192208007,538.5816161258672,541.0388223157343,7.5906407842865455,5.3,D,0,1,0.2510651283054611
STARLINK-3049,2021-104AE,2026-04-10 07:10:54.524352,15.08840644,0.0001447,53.2177,67.2206,84.7997,275.316,0,U,49436,999,24368,5.4276e-05,5.76e-06,0.0,5726.250836599283,6917.813361371974,546.8133613719738,538.8123537785832,540.8143689653652,7.5906390604077485,5.3,E,0,1,0.2525484537491946
STARLINK-3130,2021-104AF,2026-04-10 03:49:33.043008,15.08833072,0.00013132,53.2177,67.848,86.3045,273.8097,0,U,49437,999,24366,-6.7624903e-05,-1.364e-05,0.0,5726.279573490155,6917.836505809411,546.8365058094114,538.9280555194682,540.7449560993537,7.590626362708284,5.3,F,0,1,0.25112069784542845
STARLINK-3044,2021-104AG,2026-04-10 06:45:46.514304,15.08839207,0.0001374,53.2175,67.2316,85.39,274.7249,0,U,49438,999,24368,7.2206e-05,8.61e-06,0.0,5726.256290210518,6917.8177536651465,546.8177536651465,538.8672455057931,540.7682618245008,7.590636650665356,5.3,G,0,1,0.25259575071600254
STARLINK-3105,2021-104AJ,2026-04-10 03:38:56.517792,15.08836986,0.00013344,53.2164,67.88,89.9171,270.1974,0,U,49440,999,24366,5.1153396e-05,5.26e-06,0.0,5726.264719229252,6917.824542324051,546.8245423240514,538.9014278171235,540.7476568309785,7.590632926210116,5.3,J,0,1,0.2526609857999756
STARLINK-3128,2021-104AK,2026-04-10 07:58:35.976576,15.08838237,0.0001321,53.2171,67.0682,94.8094,265.3049,0,U,49441,999,24369,0.00013034,1.787e-05,0.0,5726.259971498854,6917.820718543395,546.8207185433948,538.906874426475,540.7345626603146,7.590635024046452,5.3,K,0,1,0.252191830077052
STARLINK-3098,2021-104AL,2026-04-10 06:44:24.982944,15.0883604,0.0001428,53.2188,67.3032,89.4828,270.6328,0,U,49442,999,24368,4.5854e-05,4.42e-06,0.0,5726.268309444677,6917.827433851542,546.8274338515421,538.8395680939884,540.8152996090967,7.590631339835905,5.3,L,0,1,0.2529832762981832
STARLINK-3136,2021-104AM,2026-04-10 04:42:31.479552,15.08841397,0.00013226,53.2173,67.6807,84.0945,276.0198,0,U,49443,999,24367,7.6867845e-05,9.36e-06,0.0,5726.247978865601,6917.811059776455,546.8110597764553,538.8961100856895,540.726009467221,7.590640323132274,5.3,M,0,1,0.25231323784796394
STARLINK-3126,2021-104AN,2026-04-10 06:40:29.416800,15.08837863,0.0001389,53.2178,67.3239,85.9396,274.1754,0,U,49444,999,24368,5.2766e-05,5.52e-06,0.0,5726.2613908834555,6917.8218617034845,546.8218617034845,538.8609762468932,540.7827471600758,7.5906343968756795,5.3,N,0,1,0.2526894089587883
STARLINK-3122,2021-104AP,2026-04-10 07:53:25.759104,15.08839118,0.0001514,53.2167,77.4816,86.2316,273.8849,0,U,49445,999,24354,8.5824e-05,1.078e-05,0.0,5726.256627978013,6917.818025700234,546.8180257002341,538.7706680511428,540.8653833493254,7.590636501418909,5.3,P,0,1,0.2531537939589163
STARLINK-3099,2021-104AQ,2026-04-10 04:58:25.831488,15.08834168,0.00014281,53.2182,67.6306,87.1823,272.9333,0,U,49446,999,24367,6.964306e-06,-1.77e-06,0.0,5726.275413985721,6917.83315578377,546.83315578377,538.845220030792,540.8210915367481,7.590628200624096,5.3,Q,0,1,0.25231619971986813
STARLINK-3115,2021-104AR,2026-04-10 08:23:46.252032,15.08837435,0.0001782,53.2168,76.9913,80.2776,279.8418,0,U,49447,999,24355,8.4958e-05,1.064e-05,0.0,5726.263015206804,6917.823169919355,546.8231699193548,538.590413830475,541.0559260082337,7.5906336791507085,5.3,R,0,1,0.25149482496543757
STARLINK-3137,2021-104AT,2026-04-10 06:29:03.858720,15.43444117,0.0003762,53.2178,56.2133,71.922,288.2197,0,U,49449,999,24384,0.00058505,0.00026257,0.0,5597.870311491168,6814.0264833136835,443.02648331368346,433.4630465506607,438.5899200767062,7.648228469102276,5.3,T,0,1,0.2257657082456752
STARLINK-3127,2021-104AU,2026-04-10 05:23:36.532032,15.08846981,0.00012436,53.2168,77.5904,64.1889,295.9232,0,U,49450,999,24379,0.00013492117,1.86e-05,0.0,5726.226786942818,6917.793991961861,546.7939919618611,538.93369510102,540.6542888227023,7.590649687068374,5.3,U,0,1,0.24315977848786224
STARLINK-3125,2021-104AV,2026-04-10 08:13:10.131168,15.08840796,0.0001436,53.2171,77.0249,91.3474,268.7683,0,U,49451,999,24355,5.0856e-05,5.22e-06,0.0,5726.250259739133,6917.812896773521,546.8128967735211,538.8194988415444,540.8062947054968,7.590639315300383,5.3,V,0,1,0.2536144480191316
STARLINK-3150,2021-104AW,2026-04-10 07:58:39.686592,15.08841461,0.0001543,53.2167,77.1104,85.9142,274.2026,0,U,49452,999,24355,5.1671e-05,5.34e-06,0.0,5726.247735977346,6917.810864156207,546.8108641562067,538.7434459398673,540.878282372546,7.590640430455457,5.3,W,0,1,0.2535760556526949
STARLINK-3129,2021-104AX,2026-04-10 08:14:33.457920,15.0884544,0.0001333,53.2164,77.1083,83.272,276.8424,0,U,49453,999,24355,0.00010035,1.31e-05,0.0,5726.232635199533,6917.798702105764,546.7987021057643,538.8765595387731,540.7208446727545,7.5906471029328735,5.3,X,0,1,0.2534807191191507
STARLINK-3160,2021-104AY,2026-04-10 08:07:52.383072,15.0883811,0.0001437,53.2162,77.0421,89.9832,270.1325,0,U,49454,999,24355,2.8628e-05,1.68e-06,0.0,5726.260453482316,6917.821106728719,546.8211067287193,538.8270158356827,540.8151976217559,7.5906348110767095,5.3,Y,0,1,0.25359814389374014
STARLINK-3145,2021-104AZ,2026-04-10 04:35:55.826304,15.08841339,0.000127,53.2165,77.7027,86.7555,273.3582,0,U,49455,999,24353,9.5719e-05,1.236e-05,0.0,5726.248198983101,6917.811237057317,546.8112370573172,538.9326750302107,540.6897990844236,7.59064022587064,5.3,Z,0,1,0.2539544836027556
STARLINK-3124,2021-104BA,2026-04-10 08:03:58.042080,15.08854181,0.0001826,53.2171,77.0999,72.1555,287.9636,0,U,49456,999,24355,0.00020015,2.9e-05,0.0,5726.199462345527,6917.771984906448,546.7719849064479,538.5087997420042,541.0351700708916,7.590661760877383,5.3,A,0,1,0.24685699083044266
STARLINK-3132,2021-104BB,2026-04-10 07:42:45.489312,15.08837593,0.0001335,53.2166,77.1296,88.1877,271.9268,0,U,49457,999,24355,2.3937e-05,9.3e-07,0.0,5726.262415573311,6917.822686979779,546.8226869797791,538.8991576510671,540.7462163084911,7.59063394410527,5.3,B,0,1,0.2539813948624217
STARLINK-3156,2021-104BC,2026-04-10 07:51:58.563360,15.08844396,0.0001411,53.2171,77.0921,87.139,272.9763,0,U,49458,999,24355,1.7077e-05,-1.6e-07,0.0,5726.236597295882,6917.801893148761,546.8018931487613,538.8257913016378,540.7779949958849,7.590645352226185,5.3,C,0,1,0.2538799870776967
STARLINK-3141,2021-104BD,2026-04-10 07:36:04.728096,15.08839719,0.0001426,53.2167,77.1407,86.4678,273.6477,0,U,49459,999,24355,9.2901e-05,1.191e-05,0.0,5726.254347099409,6917.816188699764,546.8161886997641,538.829708111256,540.8026692882722,7.590637509251548,5.3,D,0,1,0.2535614916796215
STARLINK-3140,2021-104BE,2026-04-10 07:30:47.062080,15.08849695,0.0001174,53.217,77.158,88.3146,271.7981,0,U,49460,999,24354,9.7681e-05,1.267e-05,0.0,5726.21648705705,6917.785696504032,546.7856965040319,538.973548463262,540.5978445448009,7.590654238228114,5.3,E,0,1,0.2533319394715354
GLOBAL-14,2021-106A,2026-04-10 01:28:29.904672,15.47501335,0.00161434,42.0057,334.9586,270.4413,89.4581,0,U,49469,999,24756,0.00043966787,0.00023037,0.0,5583.193891073444,6802.1113249065975,431.1113249065975,413.13040451034703,435.092245302847,7.6549241828741,5.3,A,3,1,0.06744106665219884
GAOFEN-11 03,2021-107A,2026-04-10 12:56:53.289024,15.23728177,0.0004473,97.2167,147.2791,300.6599,59.4197,0,U,49492,999,24433,0.00022994,5.458e-05,0.0,5670.302702553488,6872.679495024429,501.67949502442934,491.60534548630494,497.75364456255375,7.615522678294728,5.3,A,3,1,0.08840916637146778
GAOFEN-3 02,2021-109A,2026-04-10 11:23:34.143936,14.42215551,0.0002545,98.4126,109.5273,164.2286,195.8984,0,U,49495,999,23055,0.00011441,3.33e-06,0.0,5990.782718997321,7129.257604897162,758.2576048971623,749.4432088367157,753.0720009576089,7.477227723873366,5.3,A,1,1,0.016450602749877807
STARLINK-3219,2021-115A,2026-04-10 10:45:35.624736,15.0883954,0.0001317,53.218,6.7733,83.491,276.6232,0,U,49724,999,24032,0.00034872,5.266e-05,0.0,5726.255026429119,6917.8167358262335,546.8167358262335,538.9056593621253,540.7278122903426,7.5906372090817875,5.3,A,0,1,0.22919875285032476
STARLINK-3218,2021-115B,2026-04-10 11:17:20.120064,15.08846689,0.0001344,53.2194,6.5581,91.9783,268.1363,0,U,49725,999,24033,0.00010433,1.373e-05,0.0,5726.227895112544,6917.794884473913,546.794884473913,538.8651328414398,540.7246361063872,7.590649197407531,5.3,B,0,1,0.23037032482366565
STARLINK-3242,2021-115D,2026-04-10 11:47:47.677056,15.08838527,0.0001374,53.2183,16.3583,89.4177,270.6973,0,U,49727,999,24019,3.2186e-05,2.24e-06,0.0,5726.258870907,6917.819832136162,546.8198321361624,538.8693236912268,540.770340581098,7.59063551035527,5.3,D,0,1,0.2388832691346801
STARLINK-3240,2021-115E,2026-04-10 11:53:04.878240,15.08859073,0.0001358,53.2205,16.3402,84.695,275.4197,0,U,49728,999,24019,7.633e-05,9.28e-06,0.0,5726.1808969484855,6917.757032434769,546.7570324347689,538.8176010297639,540.696463839774,7.590669964337923,5.3,E,0,1,0.23848867920376254
STARLINK-3251,2021-115F,2026-04-10 11:42:28.505952,15.08845068,0.0001626,53.2195,16.2595,95.8975,264.2202,0,U,49729,999,24019,-0.00011434,-2.108e-05,0.0,5726.234046980363,6917.799839143652,546.7998391436522,538.6750048898075,540.924673397496,7.590646479117939,5.3,F,0,1,0.23342150580370208
STARLINK-3249,2021-115G,2026-04-10 11:00:07.909632,15.08839436,0.0001327,53.2184,16.6963,88.3929,271.7215,0,U,49730,999,24018,1.008e-05,-1.27e-06,0.0,5726.25542112355,6917.817053709817,546.8170537098167,538.8990593867893,540.7350480328441,7.590637034681469,5.3,G,0,1,0.23838446825402393
STARLINK-3246,2021-115J,2026-04-10 11:10:43.398048,15.08838058,0.0001453,53.2188,16.6267,77.7702,282.3453,0,U,49732,999,24018,1.2821e-05,-8.4e-07,0.0,5726.260650829898,6917.8212656707565,546.8212656707565,538.8161062408544,540.8264251006585,7.590634723876496,5.3,J,0,1,0.23437502417194905
STARLINK-3252,2021-115K,2026-04-10 09:03:30.974976,15.08840677,0.0001445,53.2185,16.8679,93.5606,266.5552,0,U,49733,999,24017,2.182e-05,5.9e-07,0.0,5726.250711359898,6917.813260505197,546.8132605051969,538.8136364890543,540.8128845213396,7.590639115746283,5.3,K,0,1,0.23798970218613202
STARLINK-3238,2021-115L,2026-04-10 11:06:42.086304,15.08858755,0.000122,53.219,6.5116,79.9695,280.1434,0,U,49734,999,24033,0.00017583,2.513e-05,0.0,5726.182103771535,6917.758004404103,546.7580044041033,538.9140379275659,540.6019708806407,7.590669431079989,5.3,L,0,1,0.22582306737011126
STARLINK-3113,2021-115M,2026-04-10 12:03:39.869856,15.08840949,0.000149,53.2183,16.1907,102.2831,257.8328,0,U,49735,999,24019,0.0002071,3.01e-05,0.0,5726.249679083968,6917.812429118578,546.8124291185777,538.7816750666398,540.8431831705157,7.590639571869925,5.3,M,0,1,0.23349898500057698
STARLINK-3148,2021-115N,2026-04-10 11:01:24.246624,15.08839918,0.0001499,53.2191,6.3875,83.858,276.2583,0,U,49736,999,24033,0.00012624,1.722e-05,0.0,5726.2535918671265,6917.815580441974,546.8155804419739,538.7785998864656,540.8525609974822,7.5906378429598,5.3,N,0,1,0.22907983766998652
STARLINK-3225,2021-115P,2026-04-10 11:12:00.629280,15.08845582,0.0001269,53.2181,6.4682,86.406,273.7078,0,U,49737,999,24033,5.4762e-05,5.84e-06,0.0,5726.232096294132,6917.798268075297,546.7982680752966,538.9203994750778,540.6761366755145,7.590647341055751,5.3,P,0,1,0.22986895212914704
STARLINK-3143,2021-115Q,2026-04-10 10:15:06.400224,15.08875926,0.0001436,53.2192,6.8504,77.8466,282.2687,0,U,49738,999,24032,0.00014031,1.948e-05,0.0,5726.116939849699,6917.705521605068,546.7055216050676,538.7121390921648,540.6989041179695,7.590698225224337,5.3,Q,0,1,0.2262094775777594
STARLINK-3155,2021-115R,2026-04-10 10:54:47.896128,15.08843392,0.0001331,53.2174,16.5213,83.159,276.9553,0,U,49739,999,24018,0.0001349,1.86e-05,0.0,5726.2404075929435,6917.804961933044,546.8049619330441,538.8842020926104,540.7257217734777,7.5906436685956225,5.3,R,0,1,0.23763132081805755
STARLINK-3226,2021-115S,2026-04-10 03:37:39.784224,15.08844251,0.00014286,53.2174,7.8552,83.6225,276.493,0,U,49740,999,24028,0.00046912185,7.187e-05,0.0,5726.237147587475,6917.802336349468,546.8023363494676,538.8140591076972,540.7906135912381,7.590645109072415,5.3,S,0,1,0.2304030385580476
STARLINK-3244,2021-115T,2026-04-10 00:21:35.888544,15.0884181,0.00015148,53.2183,8.5044,99.1033,261.013,0,U,49741,999,24026,2.4344137e-05,9.9e-07,0.0,5726.2464114776885,6917.809797414786,546.8097974147859,538.7618875866738,540.857707242898,7.590641015702122,5.3,T,0,1,0.23099768438968438
STARLINK-3202,2021-115U,2026-04-10 10:13:43.857984,15.08832476,0.0001429,53.2191,6.6488,89.6048,270.5108,0,U,49742,999,24032,6.422e-05,7.34e-06,0.0,5726.281835412986,6917.838327540386,546.8383275403858,538.8497684433805,540.826886637391,7.590625363257343,5.3,U,0,1,0.23121210703504502
STARLINK-3239,2021-115V,2026-04-10 11:23:59.015040,15.08840403,0.0001397,53.2196,6.3649,86.1486,273.9666,0,U,49743,999,24033,1.0556e-05,-1.2e-06,0.0,5726.2517512264685,6917.814098005206,546.8140980052058,538.8476793757145,540.780516634698,7.590638656268735,5.3,V,0,1,0.22878337390795378
STARLINK-3231,2021-115W,2026-04-10 03:48:14.826816,15.08836245,0.00012574,53.2186,7.7456,92.4152,267.6984,0,U,49744,999,24028,2.6940909e-05,1.41e-06,0.0,5726.26753143778,6917.826807251777,546.8268072517767,538.9569597090331,540.6966547945212,7.59063168360627,5.3,W,0,1,0.23291932478671545
STARLINK-3241,2021-115X,2026-04-10 03:42:57.575520,15.08841147,0.00013157,53.2187,7.8376,89.3907,270.7236,0,U,49745,999,24028,2.6137017e-05,1.28e-06,0.0,5726.248927648047,6917.81182391818,546.8118239181804,538.9016474165073,540.7220004198534,7.590639903901072,5.3,X,0,1,0.2344214647765855
STARLINK-3233,2021-115Y,2026-04-10 10:34:56.173152,15.08837985,0.0001585,53.2202,6.5868,96.2374,263.8799,0,U,49746,999,24032,4.8589e-05,4.85e-06,0.0,5726.260927875566,6917.8214888009425,546.8214888009425,538.7250140949682,540.9179635069167,7.590634601460809,5.3,Y,0,1,0.22772462389395898
STARLINK-3247,2021-115Z,2026-04-10 10:19:01.383168,15.08861659,0.0001312,53.2195,6.6325,91.9542,268.1601,0,U,49747,999,24032,-0.00030011,-5.064e-05,0.0,5726.171082991247,6917.749128319465,546.749128319465,538.8415196338292,540.6567370051007,7.59067430082891,5.3,Z,0,1,0.22465419616101556
STARLINK-3248,2021-115AA,2026-04-10 11:22:35.727168,15.08804574,0.0001484,53.2189,6.0118,84.9077,275.2085,0,U,49748,999,24034,-0.00024544,-4.188e-05,0.0,5726.387730317154,6917.923614013058,546.9236140130579,538.8969941487376,540.9502338773782,7.590578573230882,5.3,A,0,1,0.2240220349266801
STARLINK-3250,2021-115AB,2026-04-10 11:02:50.556768,15.08841551,0.0001375,53.2199,6.7401,86.7318,273.3832,0,U,49749,999,24032,7.9861e-05,9.83e-06,0.0,5726.24739441577,6917.810589065257,546.8105890652569,538.85939010926,540.7617880212529,7.590640581378674,5.3,B,0,1,0.23138012624883325
STARLINK-3236,2021-115AC,2026-04-10 10:57:30.437856,15.08840547,0.0001451,53.2206,6.5262,83.1812,276.9345,0,U,49750,999,24033,5.5248e-05,5.91e-06,0.0,5726.251204727202,6917.813657859185,546.8136578591848,538.8098830974295,540.8174326209391,7.590638897745992,5.3,C,0,1,0.22925381535508482
STARLINK-3229,2021-115AD,2026-04-10 10:29:36.894048,15.0884139,0.0001477,53.219,6.5239,78.284,281.8318,0,U,49751,999,24033,8.304e-05,1.034e-05,0.0,5726.248005431505,6917.811081172421,546.8110811724209,538.789320475732,540.8328418691108,7.590640311393802,5.3,D,0,1,0.2254273722542608
STARLINK-3209,2021-115AE,2026-04-10 09:44:38.411232,15.08846331,0.0001237,53.2192,356.7502,85.0333,275.08,0,U,49752,999,24046,0.00023812,3.504e-05,0.0,5726.229253759573,6917.795978718532,546.7959787185318,538.9402473559649,540.6517100810997,7.590648597069838,5.3,E,2,1,0.1787139598159656
STARLINK-3200,2021-115AF,2026-04-10 10:50:49.864128,15.08836009,7.71e-05,53.2173,6.5351,98.9689,261.139,0,U,49753,999,24033,0.00012639,1.724e-05,0.0,5726.268427094518,6917.827528605665,546.8275286056651,539.2941641032094,540.3608931081199,7.5906312878511155,5.3,F,0,1,0.22134839698259218
STARLINK-3193,2021-115AG,2026-04-10 09:48:33.979968,15.08846588,0.0001367,53.2201,356.8338,83.4137,276.7011,0,U,49754,999,24046,0.00010211,1.338e-05,0.0,5726.228278417925,6917.7951931853395,546.7951931853395,538.8495305824308,540.7408557882491,7.590649028038527,5.3,G,2,1,0.17941772211882995
STARLINK-3210,2021-115AH,2026-04-10 11:08:06.245952,15.08846404,0.0001356,53.2192,6.5307,83.9786,276.136,0,U,49755,999,24033,-2.8837e-05,-7.47e-06,0.0,5726.2289767169705,6917.795755590405,546.795755590405,538.8577024859469,540.7338086948621,7.590648719485072,5.3,H,0,1,0.22890176629856934
STARLINK-3207,2021-115AJ,2026-04-10 09:59:09.744000,15.08838266,0.0001346,53.2191,356.6964,89.6952,270.4194,0,U,49756,999,24046,6.6775e-06,-1.82e-06,0.0,5726.259861439648,6917.820629902657,546.820629902657,538.8894912458718,540.7517685594421,7.590635072677337,5.3,J,2,1,0.17940371671709254
STARLINK-3197,2021-115AK,2026-04-10 09:49:56.270784,15.08838699,0.0001353,53.219,356.7353,81.2485,278.866,0,U,49757,999,24046,3.318e-05,2.4e-06,0.0,5726.258218142376,6917.81930640511,546.8193064051102,538.8833254529536,540.7552873572668,7.590635798786677,5.3,K,2,1,0.1784180049672453
STARLINK-3194,2021-115AL,2026-04-10 00:37:26.561568,15.08837414,0.00012616,53.2175,358.4468,89.147,270.9667,0,U,49758,999,24040,0.00017910499,2.564e-05,0.0,5726.263094904935,6917.823234107532,546.8232341075318,538.9504815283171,540.6959866867464,7.590633643935228,5.3,L,2,1,0.17188236791587025
STARLINK-3204,2021-115AM,2026-04-10 09:53:52.164384,15.08841161,0.0001351,53.2184,356.7125,96.8428,263.2717,0,U,49759,999,24046,0.0004235,6.459e-05,0.0,5726.248874516223,6917.811781126239,546.8117811262391,538.8771847546086,540.7463774978696,7.59063992737802,5.3,M,2,1,0.17514446480668033
STARLINK-3199,2021-115AN,2026-04-10 10:20:21.668640,15.08834271,0.0001089,53.219,356.6323,82.5144,277.5972,0,U,49760,999,24047,-4.3627e-05,-9.82e-06,0.0,5726.275023083698,6917.832840954926,546.8328409549258,539.0794889585459,540.5861929513067,7.590628373347889,5.3,N,2,1,0.17424269571479495
STARLINK-3203,2021-115AP,2026-04-10 10:04:27.378912,15.08839672,0.0001288,53.2186,356.68,92.1152,267.9988,0,U,49761,999,24046,0.00031967,4.803e-05,0.0,5726.254525470881,6917.81633235866,546.8163323586596,538.9253176150514,540.7073471022668,7.5906374304360265,5.3,P,2,1,0.17775517181050177
STARLINK-3195,2021-115AQ,2026-04-10 10:30:57.137184,15.08840838,0.0001344,53.2196,356.5977,88.9908,271.1238,0,U,49762,999,24047,7.9763e-05,9.82e-06,0.0,5726.2501003435855,6917.812768397646,546.8127683976463,538.8830143615742,540.7425224337194,7.590639385731239,5.3,Q,2,1,0.18136867604761087
STARLINK-3198,2021-115AR,2026-04-10 10:15:02.297088,15.08851942,0.0001466,53.2199,356.6469,86.7147,273.4013,0,U,49763,999,24047,0.00012152,1.647e-05,0.0,5726.207959508329,6917.778828470623,546.778828470623,538.7646820943692,540.7929748468778,7.590658006262281,5.3,R,2,1,0.1813365519458166
STARLINK-3227,2021-115AT,2026-04-10 10:27:02.075616,15.08841523,0.0001312,53.2196,356.6211,89.0148,271.0994,0,U,49765,999,24047,7.3512e-05,8.82e-06,0.0,5726.247500679367,6917.810674649105,546.8106746491048,538.9030578885913,540.7182914096184,7.590640534424785,5.3,T,2,1,0.18135897375837184
STARLINK-3190,2021-115AU,2026-04-10 12:23:36.807072,15.08842618,0.0001344,53.2184,356.2542,88.8188,271.2958,0,U,49766,999,24048,5.3511e-05,5.64e-06,0.0,5726.24334501665,6917.807327711298,546.8073277112981,538.8775744064542,540.7370810161428,7.590642370656809,5.3,U,2,1,0.18191675688143888
