OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE,CLUSTER,ANOMALY_LABEL,ANOMALY_SCORE
WILDFIRE 8,2023-133M,2026-04-10 05:16:42.324384,13.85414554,0.00054,80.993,72.2427,184.5938,175.517,0,U,57768,999,13162,4.9313841e-05,6.7e-07,0.0,6236.400487532341,7322.812708077564,951.8127080775639,940.8583892152019,948.7670269399259,7.377747677783717,3.3,M,1,1,0.0928089176148637
WILDFIRE 5,2023-133N,2026-04-09 23:18:34.600320,13.85452015,0.0005727,81.0015,73.2749,183.194,176.918,0,U,57769,999,13158,6.6832e-05,8.7e-07,0.0,6236.231862566528,7322.680707296054,951.6807072960537,940.4870080549854,948.874406537122,7.3778141742014505,3.3,N,1,1,0.09380521459195218
STARLINK-30397,2023-134A,2026-04-10 03:16:16.704480,15.27583434,0.00010914,43.0049,17.1133,278.3127,81.7601,0,U,57771,999,14431,8.0473391e-05,1.953e-05,0.0,5655.992208148024,6861.111287544372,490.1112875443723,482.3624658584504,483.86010923029426,7.621940067512668,3.3,A,3,1,0.17409990443778184
STARLINK-30354,2023-134B,2026-04-10 03:46:14.991744,15.26744689,0.00010405,43.0038,19.8111,254.1672,105.9065,0,U,57772,999,14428,8.5204083e-05,2.027e-05,0.0,5659.099430474586,6863.623908480776,492.62390848077575,484.909748413098,486.3380685484535,7.620544827952667,3.3,B,3,1,0.17317333657020295
STARLINK-30383,2023-134C,2026-04-10 03:50:30.627744,15.27586589,0.00013124,43.0078,19.8374,251.09,108.9809,0,U,57773,999,14428,-8.6816997e-05,-2.651e-05,0.0,5655.980526548076,6861.101840479868,490.10184047986786,482.20138947432315,484.00229148541257,7.621945314842934,3.3,C,3,1,0.16911385572836063
STARLINK-30384,2023-134D,2026-04-10 03:38:18.246912,15.26738812,0.00018035,43.0058,19.7738,261.191,98.8737,0,U,57774,999,14428,9.519428e-06,-5e-08,0.0,5659.121214506728,6863.641522273659,492.64152227365867,484.40366452511626,486.87938002220017,7.620535049849897,3.3,D,3,1,0.1739698509938129
STARLINK-30305,2023-134E,2026-04-10 03:21:48.882240,15.27587289,0.00011249,43.0014,17.1415,267.2308,92.8415,0,U,57775,999,14431,6.1327905e-05,1.426e-05,0.0,5655.977934757481,6861.099744463624,490.0997444636241,482.3279393533694,483.87154957387884,7.621946479067369,3.3,E,3,1,0.17581420166261635
STARLINK-30360,2023-134F,2026-04-10 03:23:41.318016,15.27576588,0.00010801,43.0054,17.1486,274.3864,85.6864,0,U,57776,999,14431,5.4201314e-05,1.23e-05,0.0,5656.017556089961,6861.131786738175,490.1317867381749,482.39071589388914,483.8728575824598,7.621928681363258,3.3,F,3,1,0.17470908724639678
STARLINK-30355,2023-134G,2026-04-10 02:52:02.017920,15.26737324,0.00014003,43.0039,20.3667,270.2506,89.8185,0,U,57777,999,14426,0.00015507471,3.902e-05,0.0,5659.126730041218,6863.645981934909,492.6459819349093,484.68486558805944,486.60709828176005,7.620532574124132,3.3,G,3,1,0.17942312857060272
STARLINK-30385,2023-134H,2026-04-10 03:49:26.274432,15.27580013,0.0001341,42.999,5.275,261.4621,98.6079,0,U,57778,999,14429,8.769993e-05,2.152e-05,0.0,5656.004874685408,6861.12153113347,490.12153113346994,482.201454736145,484.04160753079395,7.62193437776858,3.3,H,3,1,0.1652222372603273
STARLINK-30359,2023-134J,2026-04-10 01:01:29.239392,15.2757434,0.00012392,43.0047,6.1591,286.0001,74.0714,0,U,57779,999,14443,2.1572419e-05,3.31e-06,0.0,5656.025879565377,6861.138518028897,490.1385180288971,482.28828574374256,483.9887503140517,7.6219249425209155,3.3,J,3,1,0.16320035644790665
STARLINK-30380,2023-134K,2026-04-10 04:18:58.887936,15.2756996,0.00014666,43.0045,16.5636,274.3105,85.7579,0,U,57780,999,14432,4.286754e-05,9.17e-06,0.0,5656.042097083397,6861.1516333135805,490.15163331358053,482.1453768150386,484.15788981212245,7.621917657755285,3.3,K,3,1,0.17581061479374493
STARLINK-30369,2023-134L,2026-04-10 04:13:25.816800,15.27580078,0.0001333,43.0032,16.5344,279.8596,80.2105,0,U,57781,999,14432,7.5376757e-05,1.813e-05,0.0,5656.0046340169665,6861.1213365019275,490.12133650192754,482.20674902777137,484.0359239760828,7.621934485875461,3.3,L,3,1,0.17435584033626456
STARLINK-30376,2023-134M,2026-04-10 03:58:37.847712,15.27574261,0.00015671,43.0064,16.4723,272.2276,87.8396,0,U,57782,999,14432,0.00024698119,6.539e-05,0.0,5656.026172072298,6861.138754582564,490.1387545825637,482.06354552833363,484.2139636367938,7.621924811129148,3.3,M,3,1,0.1752138365644278
STARLINK-30389,2023-134N,2026-04-10 03:48:06.102144,15.26742971,7.845e-05,43.0027,19.8284,290.6307,69.446,0,U,57783,999,14428,2.674058e-05,4.58e-06,0.0,5659.105798496583,6863.629057439,492.62905743899955,485.0906057394441,486.16750913855503,7.620541969561429,3.3,N,3,1,0.17002490014156135
STARLINK-30388,2023-134P,2026-04-10 04:04:11.169408,15.27577907,0.0001429,43.0056,16.498,266.2081,93.8607,0,U,57784,999,14432,0.00010100413,2.518e-05,0.0,5656.012672354,6861.127837202949,490.1278372029492,482.1473820350129,484.10829237088547,7.621930875104009,3.3,P,3,1,0.17602716320180783
STARLINK-30381,2023-134Q,2026-04-10 04:30:03.613248,15.27594916,0.00019151,43.0028,16.5339,256.8812,103.1826,0,U,57785,999,14432,7.6979891e-05,1.857e-05,0.0,5655.949695501605,6861.076906973246,490.07690697324597,481.76294213479196,484.3908718117009,7.62195916410114,3.3,Q,3,1,0.17055618111803822
STARLINK-30382,2023-134R,2026-04-10 03:53:05.073792,15.27578965,0.00014279,43.0062,16.4433,264.6204,95.4484,0,U,57786,999,14432,0.00015131722,3.904e-05,0.0,5656.008755004033,6861.124669194724,490.12466919472445,482.14496920321017,484.1043691862387,7.621932634752615,3.3,R,3,1,0.1752907115290298
STARLINK-30378,2023-134S,2026-04-10 04:44:53.268864,15.27580155,0.00012111,43.0028,16.7017,275.6779,84.3935,0,U,57787,999,14432,7.334509e-06,-6e-07,0.0,5656.004348917455,6861.121105938424,490.1211059384241,482.2901555612834,483.95205631556473,7.62193461394053,3.3,S,3,1,0.17486955623354444
STARLINK-30387,2023-134T,2026-04-10 03:55:00.168960,15.27576232,0.00014693,43.0023,5.3395,273.6219,86.4465,0,U,57788,999,14445,0.00012056826,3.057e-05,0.0,5656.018874218777,6861.132852724396,490.1328527243959,482.12474647434556,484.14095897444713,7.621928089269252,3.3,T,3,1,0.16723918415962025
STARLINK-30372,2023-134U,2026-04-09 20:21:29.363328,15.27536099,8.584e-05,43.005,262.4144,266.9314,93.144,0,U,57789,999,14563,0.00042613404,0.00011467,0.0,5656.1674749658405,6861.253027359101,490.253027359101,482.66405739923266,483.8419973189684,7.621861340059521,3.3,U,3,1,0.19332217428900272
STARLINK-30367,2023-134W,2026-04-10 02:50:20.776128,15.27603834,0.00020346,43.0024,16.9649,271.5411,88.5207,0,U,57791,999,14431,-5.4350118e-05,-1.759e-05,0.0,5655.916676627037,6861.050204088624,490.050204088624,481.65425481409966,484.44615336314837,7.621973996239958,3.3,W,3,1,0.17338317717163243
TIANQI-21,2023-135A,2026-04-10 05:26:00.680064,14.23108617,0.00133958,49.9714,78.2583,17.7967,342.3412,0,U,57792,999,13495,5.3539116e-05,-3.8e-07,0.0,6071.216136835465,7192.928192978948,821.9281929789477,805.292690230197,824.5636957276984,7.44406058343365,3.3,A,0,1,0.06301111417301308
TIANQI-22,2023-135B,2026-04-10 06:43:09.126336,14.23077416,0.00133241,49.9675,78.2599,21.3739,338.7728,0,U,57793,999,13495,4.9996467e-05,-4.6e-07,0.0,6071.349248367244,7193.033329321704,822.0333293217036,805.4492597833823,824.6173988600258,7.444006180504522,3.3,B,0,1,0.06210412814231869
TIANQI-23,2023-135C,2026-04-10 05:51:05.007744,14.231204,0.00139353,49.9722,78.4094,20.5129,339.634,0,U,57794,999,13495,0.00016989412,2.27e-06,0.0,6071.1658690297745,7192.888489432734,821.8884894327339,804.8649835360548,824.9119953294139,7.444081128392465,3.3,C,0,1,0.06120559783430357
TIANQI-24,2023-135D,2026-04-10 06:17:43.811232,14.23108691,0.00137651,49.9726,78.5751,21.9865,338.1635,0,U,57795,999,13495,0.00020907522,3.16e-06,0.0,6071.2158211392725,7192.927943629668,821.9279436296683,805.0268063859821,824.8290808733545,7.444060712461158,3.3,D,0,1,0.06418665333694162
YAOGAN-33 03,2023-136A,2026-04-10 06:50:15.671040,14.58667525,0.00087931,98.1946,25.5269,45.3823,314.8092,0,U,57797,999,13803,0.00012138714,5.2e-06,0.0,5923.21406483633,7075.550161581359,704.5501615813591,691.3285595687794,703.7717635939389,7.505552277670153,3.3,A,0,1,0.1023842331543185
XRISM,2023-137A,2026-04-10 06:26:35.373408,15.1188337,0.00076252,31.002,79.3487,355.9807,4.0769,0,U,57800,999,14257,0.00028037801,5.018e-05,0.0,5714.7265268219735,6908.528660515597,537.528660515597,525.2607692413803,535.7965517898137,7.595738058548916,3.3,A,3,1,0.029095948176589392
STARLINK-30374,2023-138B,2026-04-10 06:50:27.957120,15.27579682,0.00011007,43.0033,55.4703,255.6981,104.3749,0,U,57809,999,14357,3.7779304e-05,7.78e-06,0.0,5656.006100243483,6861.122522257391,490.1225222573912,482.36731850136675,483.8777260134166,7.621933827255036,3.3,B,3,1,0.1827579791746894
STARLINK-30394,2023-138C,2026-04-10 05:36:38.975616,15.27601814,0.00011567,43.0021,55.9439,270.9786,89.0933,0,U,57810,999,14346,0.0011570352,0.00031735,0.0,5655.924155638637,6861.056252487812,490.05625248781234,482.2626341110872,483.8498708645375,7.6219706366441615,3.3,C,3,1,0.1819754506322051
STARLINK-30379,2023-138D,2026-04-10 05:42:12.043296,15.27580716,5.869e-05,43.0017,55.973,255.9217,104.157,0,U,57811,999,14356,3.0240696e-05,5.7e-06,0.0,5656.002271764735,6861.119426119203,490.1194261192031,482.71674702008386,483.5221052183215,7.621935546985904,3.3,D,3,1,0.17809245106404786
STARLINK-30395,2023-138E,2026-04-10 05:47:45.085056,15.27579788,6.567e-05,43.0019,56.0033,268.994,91.0836,0,U,57812,999,14356,1.7534219e-05,2.21e-06,0.0,5656.005707768634,6861.122204858152,490.12220485815214,482.6716349629587,483.5727747533447,7.6219340035524334,3.3,E,3,1,0.18297029171153484
STARLINK-30403,2023-138F,2026-04-10 05:51:27.179712,15.2757965,5.793e-05,43.0032,56.0224,274.7258,85.3528,0,U,57813,999,14346,6.3095423e-05,1.475e-05,0.0,5656.006218726467,6861.122618076037,490.1226180760368,482.72515324277174,483.5200829093028,7.621933774033179,3.3,F,3,1,0.1816291233443268
STARLINK-30413,2023-138G,2026-04-10 05:05:24.039456,15.27571979,0.00010612,43.0013,56.6426,291.1159,68.958,0,U,57814,999,14355,0.00019451571,5.093e-05,0.0,5656.034621462509,6861.145587698539,490.1455876985392,482.4174829287731,483.8736924683062,7.621921015734597,3.3,G,3,1,0.17866359372230695
STARLINK-30398,2023-138H,2026-04-10 06:08:06.258336,15.27578548,4.139e-05,43.0051,56.1079,242.6793,117.4017,0,U,57815,999,14346,4.0610056e-05,8.56e-06,0.0,5656.010298987258,6861.12591783269,490.12591783269,482.8419358309511,483.40989983442887,7.62193194120501,3.3,H,3,1,0.1660940386666515
STARLINK-30386,2023-138J,2026-04-10 04:39:29.809728,15.27584559,0.00016326,43.0055,56.505,254.0153,106.0519,0,U,57816,999,14337,2.6208293e-05,4.59e-06,0.0,5655.988042754235,6861.107918936024,490.10791893602436,481.9877744571786,484.22806341487103,7.621941938590058,3.3,J,3,1,0.1819883931228552
STARLINK-30391,2023-138K,2026-04-10 06:19:12.201888,15.27597369,0.00014168,43.0048,56.1643,258.2431,101.8262,0,U,57817,999,14356,0.000691101,0.00018814,0.0,5655.940613236287,6861.069562007222,490.069562007222,482.0974856716766,484.0416383427673,7.621963243859813,3.3,K,3,1,0.18337826733356888
STARLINK-30401,2023-138L,2026-04-10 06:22:53.306400,15.27590856,0.00020408,43.0062,56.1779,259.0349,101.0273,0,U,57818,999,14346,0.00044625214,0.00012042,0.0,5655.964727770012,6861.089063788575,490.089063788575,481.6888527324363,484.4892748447137,7.621952411616936,3.3,L,3,1,0.18070129958549486
STARLINK-30390,2023-138M,2026-04-10 04:49:23.390688,15.26742408,0.00017206,43.0055,56.5602,256.1421,103.9239,0,U,57819,999,14349,8.1149204e-05,1.917e-05,0.0,5659.107885342764,6863.630744788877,492.63074478887665,484.44978848292794,486.81170109482446,7.6205410328471865,3.3,M,3,1,0.18218361769870517
STARLINK-30409,2023-138N,2026-04-10 07:01:10.153632,15.26743502,0.00013474,43.0036,55.5026,267.4522,92.6176,0,U,57820,999,14351,7.1288944e-05,1.653e-05,0.0,5659.103830264738,6863.627465996281,492.627465996281,484.70266083151273,486.55227116104925,7.620542853034154,3.3,N,3,1,0.18728546296355286
STARLINK-30415,2023-138P,2026-04-10 05:07:48.331776,15.26746183,0.00014242,43.0045,56.6504,267.5783,92.4906,0,U,57821,999,14355,0.00010383675,2.527e-05,0.0,5659.093892753488,6863.619430873035,492.6194308730346,484.64191419368944,486.5969475523798,7.6205473136532,3.3,P,3,1,0.18812118204017236
STARLINK-30407,2023-138R,2026-04-09 23:46:22.301760,15.27580814,0.00011328,43.002,312.015,271.1173,88.9549,0,U,57823,999,14475,2.840911e-05,5.2e-06,0.0,5656.001908911118,6861.119132674951,490.1191326749513,482.3419050996017,483.89636025030177,7.621935709977765,3.3,R,3,1,0.18808529871740093
STARLINK-30408,2023-138S,2026-04-10 06:53:14.937216,15.2674279,0.00014729,43.0044,55.4813,270.1596,89.9086,0,U,57824,999,14356,7.4100483e-05,1.728e-05,0.0,5659.106469400783,6863.629599908385,492.629599908385,484.61865590461457,486.6405439121545,7.620541668415313,3.3,S,3,1,0.18790467989556936
STARLINK-30377,2023-138T,2026-04-10 06:54:08.222688,15.27582609,0.00022598,43.0053,55.4851,259.3275,100.7323,0,U,57825,999,14346,5.9345102e-05,1.371e-05,0.0,5655.995262774034,6861.113757859788,490.11375785978817,481.56328337278774,484.6642323467886,7.621938695388666,3.3,T,3,1,0.18099707751366267
STARLINK-30422,2023-138U,2026-04-10 04:18:55.447488,15.27156537,0.00021543,43.0029,56.3881,288.6832,71.3785,0,U,57826,999,14354,0.0018889805,0.00051413,0.0,5657.5732681423215,6862.389851686795,491.3898516867948,482.9114870410458,485.86821633254294,7.621229994678377,3.3,U,3,1,0.16311570378985935
STARLINK-30402,2023-138V,2026-04-10 05:38:30.075648,15.27577762,0.00011878,43.0026,55.9474,267.1758,92.8958,0,U,57827,999,14355,8.8621294e-05,2.177e-05,0.0,5656.013209231309,6861.1282713820565,490.1282713820565,482.3133065659822,483.94323619813076,7.6219306339422745,3.3,V,3,1,0.18764324728752713
STARLINK-30411,2023-138W,2026-04-10 07:07:05.645568,15.27578017,0.00011461,43.0025,55.5274,272.9225,87.1496,0,U,57828,999,14350,8.279764e-06,-3.4e-07,0.0,5656.012265067833,6861.127507825742,490.1275078257422,482.34115400207065,483.9138616494138,7.6219310580542805,3.3,W,3,1,0.18728791816534157
STARLINK-30418,2023-138X,2026-04-10 06:59:42.212256,15.27583031,0.00012769,43.0022,55.511,271.03,89.0405,0,U,57829,999,14340,3.5875465e-05,7.25e-06,0.0,5655.993700286135,6861.112494255747,490.11249425574715,482.2363988013558,483.9885897101385,7.621939397250944,3.3,X,3,1,0.18863491103317803
YAOGAN-40 01A,2023-139A,2026-04-10 06:51:05.268096,14.12433776,0.00021125,85.9862,290.4425,86.9331,273.2093,0,U,57830,999,13311,6.8254305e-05,1.45e-06,0.0,6117.100954968951,7229.124330037542,858.1243300375418,849.5971775228218,852.6514825522618,7.4254010369683305,3.3,A,1,1,0.0897777164138927
YAOGAN-40 01B,2023-139C,2026-04-10 06:51:18.199584,14.12433878,0.00021494,85.9862,290.4219,84.375,275.7679,0,U,57832,999,13312,8.7515409e-05,1.8e-06,0.0,6117.100513217794,7229.123981999684,858.1239819996836,849.5701540909922,852.6778099083749,7.425401215712024,3.3,C,1,1,0.08626372115316988
YAOGAN-40 01C,2023-139D,2026-04-10 06:51:12.024576,14.12432707,0.00013359,85.9866,289.7038,76.2165,283.9166,0,U,57833,999,13322,9.304965e-05,1.9e-06,0.0,6117.105584698132,7229.12797761329,858.1279776132897,850.1622384067605,852.0937168198179,7.4253991636638155,3.3,D,1,1,0.08336704308603321
STARLINK-30285,2023-141A,2026-04-09 10:14:33.098208,15.30191813,0.00011445,53.16,141.3706,81.3774,278.7356,0,U,57840,999,14503,6.1594287e-05,1.465e-05,0.0,5646.350951950884,6853.312061899885,482.3120618998846,474.5277003343999,476.0964234653693,7.626275805255794,3.3,A,0,1,0.25365355544037177
STARLINK-30410,2023-141B,2026-04-09 10:32:44.432160,15.30190142,0.00012675,53.1593,141.2629,71.7337,288.3802,0,U,57841,999,14503,2.7975189e-05,4.69e-06,0.0,5646.35711788555,6853.3170512067945,482.31705120679453,474.44839327055433,476.1857091430347,7.626273029239654,3.3,B,0,1,0.25173376497485256
STARLINK-30435,2023-141C,2026-04-09 09:03:15.192288,15.30193599,0.00010798,53.1591,141.6131,78.5785,281.5337,0,U,57842,999,14502,6.8598208e-05,1.673e-05,0.0,5646.344361684916,6853.306729233599,482.30672923359907,474.5667091729765,476.0467492942207,7.626278772318087,3.3,C,0,1,0.2525366994950118
STARLINK-30423,2023-141D,2026-04-09 09:09:19.103904,15.30198413,0.00012406,53.1606,141.5944,82.2709,277.8433,0,U,57843,999,14502,-1.462229e-05,-7.92e-06,0.0,5646.32659830108,6853.292355569978,482.2923555699781,474.4421361203458,476.1425750196104,7.62628676975221,3.3,D,0,1,0.2534908565320709
STARLINK-30292,2023-141E,2026-04-09 20:18:12.950208,15.30196929,0.00013064,53.1606,139.0229,79.0719,281.0429,0,U,57844,999,14510,3.2679092e-05,6.09e-06,0.0,5646.33207416403,6853.296786496054,482.29678649605376,474.4014718038661,476.1921011882423,7.626284304404551,3.3,E,0,1,0.25296385209163
STARLINK-30416,2023-141H,2026-04-10 02:04:11.716608,15.3019062,0.00012258,53.1606,138.3432,80.8925,279.2215,0,U,57847,999,14513,4.5234495e-05,9.8e-06,0.0,5646.355354080004,6853.315623983423,482.3156239834234,474.47554455423597,476.1557034126108,7.626273823336637,3.3,H,0,1,0.25307235790335747
STARLINK-30426,2023-141J,2026-04-09 20:12:14.612256,15.30193852,0.00013596,53.1595,139.4566,74.5903,285.5248,0,U,57848,999,14509,2.1804344e-05,2.86e-06,0.0,5646.343428126647,6853.305973823145,482.305973823145,474.3741983429436,476.2377493033455,7.626279192624036,3.3,J,0,1,0.25098778008608674
STARLINK-30430,2023-141K,2026-04-09 10:19:05.931264,15.30203986,9.416e-05,53.1604,141.3993,90.3051,269.8057,0,U,57849,999,14503,-0.00017623348,-5.575e-05,0.0,5646.306034390372,6853.275715774748,482.2757157747483,474.6304113333508,475.92102021614573,7.626296028081982,3.3,K,0,1,0.24714599806933552
STARLINK-30425,2023-141L,2026-04-09 20:16:48.133056,15.30195407,0.00010667,53.1603,139.4818,91.8964,268.2159,0,U,57850,999,14509,6.2795595e-05,1.501e-05,0.0,5646.337690255529,6853.301330889941,482.3013308899408,474.57028923697453,476.03237254290707,7.626281775926388,3.3,L,0,1,0.25106407338536196
STARLINK-30405,2023-141M,2026-04-09 08:54:09.636768,15.30192983,0.00012372,53.1589,141.686,74.868,285.2458,0,U,57851,999,14502,3.2555391e-05,6.05e-06,0.0,5646.346634697645,6853.308568494707,482.3085684947073,474.4606771586132,476.1564598308014,7.6262777489642755,3.3,M,0,1,0.25210923527735846
STARLINK-30431,2023-141N,2026-04-10 07:24:09.864864,15.302076,0.000119,53.1607,136.9254,79.7621,280.3514,0,U,57852,999,14516,0.00010859117,2.859e-05,0.0,5646.292699108278,6853.264925191741,482.264925191741,474.44938666564303,476.08046371783894,7.626302031946477,3.3,N,0,1,0.25366259726042234
STARLINK-30404,2023-141P,2026-04-09 14:03:31.799808,15.3018735,0.0001161,53.1606,140.2361,79.4656,280.6476,0,U,57853,999,14506,6.1395e-06,-1.77e-06,0.0,5646.367420303141,6853.325387639317,482.32538763931734,474.5297165618131,476.1210587168225,7.626268390912546,3.3,P,0,1,0.2527167877162713
STARLINK-30412,2023-141Q,2026-04-09 09:36:33.562080,15.30191874,0.00011285,53.159,141.2125,66.2109,293.901,0,U,57854,999,14503,8.4681077e-05,2.149e-05,0.0,5646.350726863159,6853.311879764975,482.31187976497495,474.53848351934266,476.08527601060723,7.626275906594466,3.3,Q,0,1,0.248467269144646
STARLINK-30392,2023-141R,2026-04-09 14:14:09.420576,15.3019586,0.0001251,53.1606,140.2812,76.0725,284.0415,0,U,57855,999,14506,2.309e-05,3.25e-06,0.0,5646.336018710703,6853.299978319882,482.29997831988203,474.4426304925946,476.15732614716944,7.626282528489381,3.3,R,0,1,0.25199841900996967
STARLINK-30291,2023-141S,2026-04-09 10:05:25.914048,15.30190367,0.00010697,53.1594,141.3376,109.2837,250.8279,0,U,57856,999,14503,2.8870232e-05,4.96e-06,0.0,5646.356287642216,6853.316379396538,482.31637939653774,474.5832801434335,476.04947864964197,7.626273403030096,3.3,S,0,1,0.24268490108441299
STARLINK-30424,2023-141T,2026-04-10 04:55:25.730688,15.30191794,0.00013012,53.16,111.7347,81.3461,278.7687,0,U,57857,999,14551,2.5729915e-05,4.03e-06,0.0,5646.35102206018,6853.312118630433,482.31211863043336,474.42036565755734,476.20387160330847,7.626275773691289,3.3,T,0,1,0.25816637520497776
STARLINK-30290,2023-141U,2026-04-09 09:45:40.612320,15.301963,0.0001138,53.1599,141.2511,93.7885,266.3246,0,U,57858,999,14503,4.9517343e-05,1.108e-05,0.0,5646.334395136101,6853.298664565939,482.29866456593936,474.5187591779113,476.0785699539674,7.626283259455501,3.3,U,0,1,0.2521761827715944
STARLINK-30414,2023-141V,2026-04-09 09:41:06.961920,15.30205162,0.0001144,53.1605,141.2306,80.7216,279.3914,0,U,57859,999,14503,-0.00010480106,-3.462e-05,0.0,5646.30169506643,6853.272204501239,482.2722045012388,474.48819016104426,476.0562188414333,7.626297981747835,3.3,V,0,1,0.25213219836346584
STARLINK-30272,2023-141W,2026-04-09 10:09:59.450400,15.30191392,0.00011671,53.1597,141.3538,81.241,278.8723,0,U,57860,999,14503,1.9469057e-05,2.17e-06,0.0,5646.352505425674,6853.313318929675,482.313318929675,474.51346873222246,476.11316912712664,7.626275105852756,3.3,W,0,1,0.25367011718990834
STARLINK-30432,2023-144A,2026-04-10 07:12:45.401472,15.27582046,0.00013678,43.0022,106.5311,270.3473,89.7222,0,U,57864,999,14243,0.00010010415,2.494e-05,0.0,5655.99734732677,6861.115443664191,490.11544366419093,482.176980293807,484.0539070345758,7.621937759017699,3.3,A,3,1,0.1967686604193445
STARLINK-30427,2023-144B,2026-04-10 07:18:18.205632,15.2758283,0.00015227,43.0019,106.5526,282.2541,77.814,0,U,57865,999,14243,0.00012500254,3.179e-05,0.0,5655.994444504197,6861.113096114471,490.11309611447086,482.0683544233261,484.1578378056165,7.621939062951629,3.3,B,3,1,0.1939557269472828
STARLINK-30393,2023-144C,2026-04-10 07:01:39.134784,15.27582592,0.00016144,43.0011,106.4676,274.375,85.6917,0,U,57866,999,14243,9.4035376e-05,2.326e-05,0.0,5655.995325717878,6861.113808763281,490.11380876328076,482.00615054999435,484.2214669765681,7.62193866711459,3.3,C,3,1,0.19573801437989474
STARLINK-30439,2023-144D,2026-04-10 01:07:14.066112,15.276042,0.00010264,43.0014,108.0613,248.8677,111.2065,0,U,57867,999,14244,0.0010778737,0.00029539,0.0,5655.915321521111,6861.049108191979,490.04910819197903,482.34489011151436,483.7533262724437,7.621974604958484,3.3,D,3,1,0.18520274668709585
STARLINK-30442,2023-144E,2026-04-10 07:29:23.906400,15.27578244,9.644e-05,43.0011,106.5706,277.7844,82.2898,0,U,57868,999,14243,2.5253983e-05,4.33e-06,0.0,5656.011424577477,6861.126828111086,490.12682811108607,482.4651410397828,483.78851518238935,7.621931435597084,3.3,E,3,1,0.19338407303883803
STARLINK-30441,2023-144F,2026-04-10 07:07:11.767872,15.2757719,7.961e-05,43.0028,106.4557,271.3496,88.7264,0,U,57869,999,14243,3.1087885e-05,5.94e-06,0.0,5656.01532712072,6861.129984144442,490.12998414444155,482.58376958640383,483.67619870247927,7.621929682600663,3.3,F,3,1,0.1927134225935498
STARLINK-30460,2023-144G,2026-04-10 07:33:06.487488,15.27579451,6.134e-05,42.9994,106.6309,281.4383,78.64,0,U,57870,999,14248,5.5275848e-05,1.26e-05,0.0,5656.006955542635,6861.123213948316,490.12321394831633,482.70235265037263,483.54407524626004,7.621933443059737,3.3,G,3,1,0.18865885194998466
STARLINK-30444,2023-144H,2026-04-10 07:44:12.635808,15.27598509,0.00016852,43.004,106.694,278.1466,81.9194,0,U,57871,999,14219,0.0010309852,0.00028233,0.0,5655.936392380964,6861.066148536022,490.0661485360224,481.9099216686709,484.222375403373,7.621965139873364,3.3,H,3,1,0.19145952445912162
STARLINK-30446,2023-144J,2026-04-10 06:34:52.671936,15.27619589,0.00021318,42.9984,92.6963,273.5682,86.4926,0,U,57872,999,14236,-0.00047906822,-0.00013438,0.0,5655.8583447177825,6861.003030026638,490.00303002663804,481.5404014006963,484.4656586525798,7.6220001993223745,3.3,J,3,1,0.18038936256186788
STARLINK-30445,2023-144K,2026-04-10 07:38:38.780160,15.2758739,0.00011297,43.0023,106.6655,289.8376,70.2354,0,U,57873,999,14243,7.1369483e-05,1.703e-05,0.0,5655.97756079932,6861.099442038556,490.09944203855594,482.32434363458924,483.87454044252263,7.621946647048295,3.3,K,3,1,0.18870895810982735
STARLINK-30447,2023-144L,2026-04-10 05:02:30.968160,15.27578581,0.00010587,43.0043,81.4412,252.3536,107.72,0,U,57874,999,14275,4.2387414e-05,9.04e-06,0.0,5656.010176801504,6861.125819019593,490.1258190195931,482.3994316291337,483.85220641005344,7.621931996090076,3.3,L,3,1,0.18881423089128385
STARLINK-30434,2023-144M,2026-04-10 01:38:41.259840,15.27577154,9.853e-05,43.004,108.2244,275.2966,84.7773,0,U,57875,999,14244,6.5846006e-05,1.55e-05,0.0,5656.015460414513,6861.130091940711,490.1300919407113,482.45406479275243,483.80611908867013,7.621929622726008,3.3,M,3,1,0.194777536044621
STARLINK-30429,2023-144N,2026-04-10 06:00:00.999648,15.27572289,9.652e-05,43.0036,107.2566,270.1285,347.8986,0,U,57876,999,590,-1.7209011e-05,-7.35e-06,0.0,5656.033473647281,6861.14465944778,490.1446594477802,482.48242176525036,483.80689713031006,7.621921531323035,3.3,N,3,1,0.19486422428522054
STARLINK-30284,2023-144P,2026-04-10 05:43:15.015072,15.27578058,0.00013302,43.0061,70.387,262.8093,97.2608,0,U,57877,999,14288,5.8328137e-05,1.343e-05,0.0,5656.012113261188,6861.1273850578855,490.1273850578855,482.21471789312454,484.0400522226464,7.621931126244833,3.3,P,3,1,0.18895827017829364
